층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
2층,E블록,6,17,2층 E블록6열 17,-1776,2111,845,2층 A블록6열 3,15.543761139296072,30.370711878584665,1626.607222749282
2층,E블록,6,18,2층 E블록6열 18,-1809,2075,845,2층 A블록6열 2,15.478319402639443,29.916265978339943,1622.399010795251
2층,E블록,6,19,2층 E블록6열 19,-1843,2040,845,2층 A블록6열 1,15.39843684799936,29.417984091260482,1618.731955807624
2층,A블록,7,1,2층 A블록7열 1,1803,2227,888,2층 E블록7열 16,15.127901818887054,29.65931412444129,1645.8155645673285
2층,A블록,7,2,2층 A블록7열 2,1768,2264,888,2층 E블록7열 15,15.183639534283534,30.054237602415565,1651.2422036928156
2층,A블록,7,3,2층 A블록7열 3,1734,2300,888,2층 E블록7열 14,15.230935409890522,30.412593324222172,1657.316094044896
2층,A블록,7,4,2층 A블록7열 4,1700,2336,888,2층 E블록7열 13,15.271734558188768,30.746044034119745,1664.382065113814
2층,A블록,7,5,2층 A블록7열 5,1665,2373,888,2층 E블록7열 12,15.307242844789855,31.063521311601367,1672.9120541052068
2층,A블록,7,6,2층 A블록7열 6,1631,2409,888,2층 E블록7열 11,15.335256644515916,31.346454167671197,1682.6235289377205
2층,A블록,7,7,2층 A블록7열 7,1596,2445,888,2층 E블록7열 10,15.360814859807943,31.617589420681675,1694.0343399081357
2층,A블록,7,8,2층 A블록7열 8,1562,2482,888,2층 E블록7열 9,15.373722571436463,31.845256096992596,1706.8901528961087
2층,A블록,7,9,2층 A블록7열 9,1528,2518,888,2층 E블록7열 8,15.38376209788339,32.054152753535774,1720.8816823183665
2층,A블록,7,10,2층 A블록7열 10,1493,2554,888,2층 E블록7열 7,15.391490703806726,32.25121087204347,1736.1642533833244
2층,A블록,7,11,2층 A블록7열 11,1459,2591,888,2층 E블록7열 6,15.387241174376545,32.405931318667406,1751.9855006118185
2층,A블록,7,12,2층 A블록7열 12,1424,2627,888,2층 E블록7열 5,15.383878800272017,32.555525504102064,1768.3429828024277
2층,A블록,7,13,2층 A블록7열 13,1390,2663,888,2층 E블록7열 4,15.372234139974328,32.671336952729405,1784.475586636482
2층,A블록,7,14,2층 A블록7열 14,1356,2699,888,2층 E블록7열 3,15.35567547829845,32.76553488963452,1800.4915386325506
2층,A블록,7,15,2층 A블록7열 15,1321,2736,888,2층 E블록7열 2,15.333878512706113,32.84106747859036,1816.6836710865714
2층,A블록,7,16,2층 A블록7열 16,1287,2772,888,2층 E블록7열 1,15.307903421510227,32.89343549991935,1832.0206509946788
2층,B블록,7,1,2층 B블록7열 1,1130,2857,888,2층 D블록7열 14,15.409854147235636,33.608059267889296,1890.4545174261157
2층,B블록,7,2,2층 B블록7열 2,1076,2862,888,2층 D블록7열 13,15.514305803295192,34.01811525805911,1907.4965098131083
2층,B블록,7,3,2층 B블록7열 3,1021,2867,888,2층 D블록7열 12,15.615861192730259,34.42029766673659,1924.3864655922725
2층,B블록,7,4,2층 B블록7열 4,967,2872,888,2층 D블록7열 11,15.70998655687785,34.797097315575364,1940.4471512221248
2층,B블록,7,5,2층 B블록7열 5,913,2877,888,2층 D블록7열 10,15.79871587876687,35.155724350924146,1955.920328476541
2층,B블록,7,6,2층 B블록7열 6,859,2882,888,2층 D블록7열 9,15.881878397422534,35.49512056284652,1970.747920331539
2층,B블록,7,7,2층 B블록7열 7,804,2888,888,2층 D블록7열 8,15.957171840799164,35.80997613736841,1985.1415365267403
2층,D블록,6,8,2층 D블록6열 8,-807,2787,845,2층 B블록6열 6,16.36473085191173,36.98441783623097,1985.6227758653868
2층,D블록,6,9,2층 D블록6열 9,-862,2782,845,2층 B블록6열 5,16.278271734897523,36.62204176733652,1969.9004561076113
2층,B블록,7,10,2층 B블록7열 10,642,2902,888,2층 D블록7열 5,16.157241823259096,36.64667983319729,2022.8250723189599
2층,B블록,7,11,2층 B블록7열 11,587,2905,888,2층 D블록7열 4,16.219776383854207,36.9049658744373,2033.9462557856311
2층,B블록,7,12,2층 B블록7열 12,533,2909,888,2층 D블록7열 3,16.27057848910961,37.121894831167204,2043.9553793681814
2층,B블록,7,13,2층 B블록7열 13,478,2912,888,2층 D블록7열 2,16.32026307037276,37.331061758298326,2053.2475529303333
2층,B블록,7,14,2층 B블록7열 14,424,2915,888,2층 D블록7열 1,16.36237652812228,37.51073868021637,2061.4298044972775
2층,C블록,7,1,2층 C블록7열 1,272,2920,888,2층 C블록7열 13,16.46078328265693,37.924327438663184,2079.458015339541
2층,C블록,7,2,2층 C블록7열 2,227,2921,888,2층 C블록7열 12,16.482041951271725,38.01369065967753,2083.323694198494
2층,C블록,7,3,2층 C블록7열 3,181,2922,888,2층 C블록7열 11,16.499129661631926,38.08640765354766,2086.5545094645886
2층,C블록,7,4,2층 C블록7열 4,136,2923,888,2층 C블록7열 10,16.51109161694028,38.13858132849888,2089.0006362350364
2층,C블록,7,5,2층 C블록7열 5,91,2923,888,2층 C블록7열 9,16.522776086891263,38.18560034066,2090.8003049999156
2층,C블록,7,6,2층 C블록7열 6,45,2924,888,2층 C블록7열 8,16.525586622397828,38.200992848666296,2091.8398195697687
2층,C블록,7,7,2층 C블록7열 7,0,2925,888,2층 C블록7열 7,16.52355209132677,38.19687624304052,2092.1324501219124
2층,C블록,7,8,2층 C블록7열 8,-45,2924,888,2층 C블록7열 6,16.525586622397828,38.200992848666296,2091.8398195697687
2층,C블록,7,9,2층 C블록7열 9,-91,2923,888,2층 C블록7열 5,16.522776086891263,38.18560034066,2090.800304999916
2층,C블록,7,10,2층 C블록7열 10,-136,2923,888,2층 C블록7열 4,16.51109161694028,38.13858132849888,2089.000636235036
2층,C블록,7,11,2층 C블록7열 11,-181,2922,888,2층 C블록7열 3,16.499129661631926,38.08640765354766,2086.5545094645886
2층,C블록,7,12,2층 C블록7열 12,-227,2921,888,2층 C블록7열 2,16.482041951271725,38.01369065967753,2083.3236941984946
2층,C블록,7,13,2층 C블록7열 13,-272,2920,888,2층 C블록7열 1,16.46078328265693,37.924327438663184,2079.458015339541
2층,D블록,7,1,2층 D블록7열 1,-424,2915,888,2층 B블록7열 14,16.36237652812228,37.51073868021637,2061.4298044972775
2층,D블록,7,2,2층 D블록7열 2,-478,2912,888,2층 B블록7열 13,16.32026307037276,37.331061758298326,2053.2475529303333
2층,D블록,7,3,2층 D블록7열 3,-533,2909,888,2층 B블록7열 12,16.27057848910961,37.121894831167204,2043.9553793681814
2층,D블록,7,4,2층 D블록7열 4,-587,2905,888,2층 B블록7열 11,16.219776383854207,36.9049658744373,2033.9462557856311
2층,D블록,7,5,2층 D블록7열 5,-642,2902,888,2층 B블록7열 10,16.157241823259096,36.64667983319729,2022.8250723189597
2층,D블록,7,6,2층 D블록7열 6,-696,2898,888,2층 B블록7열 9,16.09395077442826,36.38249237044453,2011.0710837361355
2층,D블록,7,7,2층 D블록7열 7,-750,2893,888,2층 B블록7열 8,16.028567376061314,36.10727368116087,1998.5017238384576
2층,D블록,7,8,2층 D블록7열 8,-804,2888,888,2층 B블록7열 7,15.957171840799164,35.80997613736841,1985.1415365267403
2층,D블록,7,9,2층 D블록7열 9,-859,2882,888,2층 B블록7열 6,15.881878397422534,35.49512056284652,1970.7479203315386
2층,D블록,7,10,2층 D블록7열 10,-913,2877,888,2층 B블록7열 5,15.79871587876687,35.155724350924146,1955.9203284765413
2층,D블록,7,11,2층 D블록7열 11,-967,2872,888,2층 B블록7열 4,15.70998655687785,34.797097315575364,1940.4471512221248
2층,D블록,7,12,2층 D블록7열 12,-1021,2867,888,2층 B블록7열 3,15.615861192730259,34.42029766673659,1924.3864655922725
2층,D블록,7,13,2층 D블록7열 13,-1076,2862,888,2층 B블록7열 2,15.514305803295192,34.01811525805911,1907.4965098131086
2층,D블록,7,14,2층 D블록7열 14,-1130,2857,888,2층 B블록7열 1,15.409854147235636,33.608059267889296,1890.4545174261157
2층,E블록,7,1,2층 E블록7열 1,-1287,2772,888,2층 A블록7열 16,15.307903421510227,32.89343549991935,1832.0206509946788
2층,E블록,7,2,2층 E블록7열 2,-1321,2736,888,2층 A블록7열 15,15.333878512706113,32.84106747859036,1816.6836710865712
2층,E블록,7,3,2층 E블록7열 3,-1356,2699,888,2층 A블록7열 14,15.35567547829845,32.76553488963452,1800.4915386325508
2층,E블록,7,4,2층 E블록7열 4,-1390,2663,888,2층 A블록7열 13,15.372234139974328,32.671336952729405,1784.4755866364821
2층,E블록,7,5,2층 E블록7열 5,-1424,2627,888,2층 A블록7열 12,15.383878800272017,32.555525504102064,1768.342982802428
2층,E블록,7,6,2층 E블록7열 6,-1459,2591,888,2층 A블록7열 11,15.387241174376545,32.405931318667406,1751.9855006118182
2층,E블록,7,7,2층 E블록7열 7,-1493,2554,888,2층 A블록7열 10,15.391490703806726,32.25121087204347,1736.1642533833244
2층,E블록,7,8,2층 E블록7열 8,-1528,2518,888,2층 A블록7열 9,15.38376209788339,32.054152753535774,1720.8816823183665
2층,E블록,7,9,2층 E블록7열 9,-1562,2482,888,2층 A블록7열 8,15.373722571436463,31.845256096992596,1706.890152896109
2층,E블록,7,10,2층 E블록7열 10,-1596,2445,888,2층 A블록7열 7,15.360814859807943,31.617589420681675,1694.0343399081357
2층,E블록,7,11,2층 E블록7열 11,-1631,2409,888,2층 A블록7열 6,15.335256644515916,31.346454167671197,1682.6235289377205
2층,E블록,7,12,2층 E블록7열 12,-1665,2373,888,2층 A블록7열 5,15.307242844789855,31.063521311601367,1672.9120541052068
2층,E블록,7,13,2층 E블록7열 13,-1700,2336,888,2층 A블록7열 4,15.271734558188768,30.746044034119745,1664.382065113814
2층,E블록,7,14,2층 E블록7열 14,-1734,2300,888,2층 A블록7열 3,15.230935409890522,30.412593324222172,1657.316094044896
2층,E블록,7,15,2층 E블록7열 15,-1768,2264,888,2층 A블록7열 2,15.183639534283534,30.054237602415565,1651.2422036928156
2층,E블록,7,16,2층 E블록7열 16,-1803,2227,888,2층 A블록7열 1,15.127901818887054,29.65931412444129,1645.8155645673282
2층,A블록,8,1,2층 A블록8열 1,1812,2374,923,2층 E블록8열 8,14.727784804008156,29.0899142456517,1667.0680476997743
2층,A블록,8,2,2층 A블록8열 2,1750,2440,923,2층 E블록8열 7,14.800121780611427,29.650212858470823,1678.5221861712982
2층,A블록,8,3,2층 A블록8열 3,1689,2505,923,2층 E블록8열 6,14.852259558679009,30.129273139701414,1692.9335600397508
2층,A블록,8,4,2층 A블록8열 4,1627,2570,923,2층 E블록8열 5,14.889750390987585,30.549195862581925,1711.2955550350598
2층,A블록,8,5,2층 A블록8열 5,1565,2636,923,2층 E블록8열 4,14.90681566390504,30.892765360893517,1733.5322285255634
2층,A블록,8,6,2층 A블록8열 6,1503,2701,923,2층 E블록8열 3,14.909920837482641,31.17292465423507,1758.361676900559
2층,A블록,8,7,2층 A블록8열 7,1441,2766,923,2층 E블록8열 2,14.897191419334105,31.38686360468567,1784.5172047714536
2층,A블록,8,8,2층 A블록8열 8,1379,2832,923,2층 E블록8열 1,14.86649870797191,31.530329136131595,1810.8883754100589
2층,B블록,8,1,2층 B블록8열 1,1178,2953,923,2층 D블록8열 4,14.971653040671166,32.351203866226726,1882.6926583053034
2층,B블록,8,2,2층 B블록8열 2,1125,2958,923,2층 D블록8열 3,15.070203068495756,32.729036894303384,1898.4665032043063
2층,B블록,8,3,2층 B블록8열 3,1071,2963,923,2층 D블록8열 2,15.1663865859837,33.10086103860154,1914.1767027047335
2층,B블록,8,4,2층 B블록8열 4,1018,2968,923,2층 D블록8열 1,15.25585448223476,33.45031730974461,1929.1812931302418
2층,D블록,8,1,2층 D블록8열 1,-1018,2968,923,2층 B블록8열 4,15.25585448223476,33.45031730974461,1929.1812931302418
2층,D블록,8,2,2층 D블록8열 2,-1071,2963,923,2층 B블록8열 3,15.1663865859837,33.10086103860154,1914.1767027047335
2층,D블록,8,3,2층 D블록8열 3,-1125,2958,923,2층 B블록8열 2,15.070203068495756,32.729036894303384,1898.4665032043063
2층,D블록,8,4,2층 D블록8열 4,-1178,2953,923,2층 B블록8열 1,14.971653040671166,32.351203866226726,1882.6926583053034
2층,E블록,8,1,2층 E블록8열 1,-1379,2832,923,2층 A블록8열 8,14.86649870797191,31.530329136131595,1810.8883754100586
2층,E블록,8,2,2층 E블록8열 2,-1441,2766,923,2층 A블록8열 7,14.897191419334105,31.38686360468567,1784.5172047714539
2층,E블록,8,3,2층 E블록8열 3,-1503,2701,923,2층 A블록8열 6,14.909920837482641,31.17292465423507,1758.361676900559
2층,E블록,8,4,2층 E블록8열 4,-1565,2636,923,2층 A블록8열 5,14.90681566390504,30.892765360893517,1733.5322285255636
2층,E블록,8,5,2층 E블록8열 5,-1627,2570,923,2층 A블록8열 4,14.889750390987585,30.549195862581925,1711.2955550350598
2층,E블록,8,6,2층 E블록8열 6,-1689,2505,923,2층 A블록8열 3,14.852259558679009,30.129273139701414,1692.9335600397508
2층,E블록,8,7,2층 E블록8열 7,-1750,2440,923,2층 A블록8열 2,14.800121780611427,29.650212858470823,1678.5221861712982
2층,E블록,8,8,2층 E블록8열 8,-1812,2374,923,2층 A블록8열 1,14.727784804008156,29.0899142456517,1667.0680476997743
3층,BOX10,없음,1,3층 BOX10 1,-1553,1330,1033,3층 BOX9 3,19.02225944623993,35.48024938035708,1550.7230155604038
3층,BOX10,없음,2,3층 BOX10 2,-1583,1296,1033,3층 BOX9 2,18.877939289417373,34.44261838688377,1544.3575582406393
3층,BOX10,없음,3,3층 BOX10 3,-1613,1261,1033,3층 BOX9 1,18.723312107310797,33.35885907235631,1538.7263225728836
3층,BOX10,없음,4,3층 BOX10 4,-1681,1320,1083,3층 BOX9 6,18.00606938367114,31.88306880776597,1562.5916853151555
3층,BOX10,없음,5,3층 BOX10 5,-1651,1355,1083,3층 BOX9 5,18.15482928783264,32.85052975944291,1568.2482030213512
3층,BOX10,없음,6,3층 BOX10 6,-1621,1390,1083,3층 BOX9 4,18.291634077818443,33.78283295573741,1574.5709605708805
3층,BOX10,없음,7,3층 BOX10 7,-1688,1449,1133,3층 BOX9 9,17.621145313551548,32.27890509906626,1595.7507260631053
3층,BOX10,없음,8,3층 BOX10 8,-1719,1414,1133,3층 BOX9 8,17.481943428364676,31.415386926306613,1589.5554498069403
3층,BOX10,없음,9,3층 BOX10 9,-1749,1380,1133,3층 BOX9 7,17.337036183227397,30.551547670914918,1584.0388459042958
3층,BOX10,없음,10,3층 BOX10 10,-1817,1439,1183,3층 BOX9 12,16.715761781209693,29.33315998292753,1603.2354183742573
3층,BOX10,없음,11,3층 BOX10 11,-1786,1473,1183,3층 BOX9 11,16.8614011716614,30.13454177027464,1608.7665868357597
3층,BOX10,없음,12,3층 BOX10 12,-1756,1508,1183,3층 BOX9 10,16.988633655310583,30.893175520579618,1614.7555470256261
3층,BOX11,없음,1,3층 BOX11 1,-1497,975,1000,3층 BOX8 3,20.584228825075527,34.650873263057576,1487.3033669206093
3층,BOX11,없음,2,3층 BOX11 2,-1527,940,1000,3층 BOX8 2,20.343320452348177,32.97870291965788,1485.216131230239
3층,BOX11,없음,3,3층 BOX11 3,-1558,905,1000,3층 BOX8 1,20.072711170724315,31.2458657267756,1483.9309928310809
3층,BOX11,없음,4,3층 BOX11 4,-1625,965,1050,3층 BOX8 6,19.23482208354786,30.230191036484182,1510.039321156732
3층,BOX11,없음,5,3층 BOX11 5,-1595,999,1050,3층 BOX8 5,19.479923021162772,31.682206594702116,1512.5781158219738
3층,BOX11,없음,6,3층 BOX11 6,-1565,1034,1050,3층 BOX8 4,19.707085314658315,33.12887632015902,1515.7662834526811
3층,BOX11,없음,7,3층 BOX11 7,-1633,1093,1100,3층 BOX8 9,18.899208499276217,31.749992940214796,1541.0030569615883
3층,BOX11,없음,8,3층 BOX11 8,-1663,1059,1100,3층 BOX8 8,18.68333647003071,30.495528782316423,1537.15963395983
3층,BOX11,없음,9,3층 BOX11 9,-1693,1024,1100,3층 BOX8 7,18.45511456215534,29.216181865307245,1533.6406810724486
3층,BOX12,없음,1,3층 BOX12 1,-1436,612,866,3층 BOX7 3,22.131313698630763,26.70925475322616,1417.446454453261
3층,BOX12,없음,2,3층 BOX12 2,-1466,577,866,3층 BOX7 2,21.70344244294267,24.09578093286481,1424.235301287286
3층,BOX12,없음,3,3층 BOX12 3,-1496,543,866,3층 BOX7 1,21.249669282768373,21.69385149773031,1429.5602824961393
3층,BOX12,없음,4,3층 BOX12 4,-1564,602,916,3층 BOX7 6,20.282978270979136,22.620549404230335,1447.1761983890806
3층,BOX12,없음,5,3층 BOX12 5,-1534,637,916,3층 BOX7 5,20.697990183352772,24.717802794464994,1444.514042595933
3층,BOX12,없음,6,3층 BOX12 6,-1503,671,916,3층 BOX7 4,21.1051221335173,26.940300081784436,1441.043051746453
3층,BOX7,없음,1,3층 BOX7 1,1496,543,866,3층 BOX12 3,21.249669282768373,21.69385149773031,1429.560282496139
3층,BOX7,없음,2,3층 BOX7 2,1466,577,866,3층 BOX12 2,21.70344244294267,24.09578093286481,1424.235301287286
3층,BOX7,없음,3,3층 BOX7 3,1436,612,866,3층 BOX12 1,22.131313698630763,26.70925475322616,1417.446454453261
3층,BOX7,없음,4,3층 BOX7 4,1503,671,916,3층 BOX12 6,21.1051221335173,26.940300081784436,1441.043051746453
3층,BOX7,없음,5,3층 BOX7 5,1534,637,916,3층 BOX12 5,20.697990183352772,24.717802794464994,1444.514042595933
3층,BOX7,없음,6,3층 BOX7 6,1564,602,916,3층 BOX12 4,20.282978270979136,22.620549404230335,1447.1761983890808
3층,BOX8,없음,1,3층 BOX8 1,1558,905,1000,3층 BOX11 3,20.072711170724315,31.2458657267756,1483.9309928310809
3층,BOX8,없음,2,3층 BOX8 2,1527,940,1000,3층 BOX11 2,20.343320452348177,32.97870291965788,1485.2161312302392
3층,BOX8,없음,3,3층 BOX8 3,1497,975,1000,3층 BOX11 1,20.584228825075527,34.650873263057576,1487.3033669206093
3층,BOX8,없음,4,3층 BOX8 4,1565,1034,1050,3층 BOX11 6,19.707085314658315,33.12887632015902,1515.7662834526811
3층,BOX8,없음,5,3층 BOX8 5,1595,999,1050,3층 BOX11 5,19.479923021162772,31.682206594702116,1512.5781158219738
3층,BOX8,없음,6,3층 BOX8 6,1625,965,1050,3층 BOX11 4,19.23482208354786,30.230191036484182,1510.039321156732
3층,BOX8,없음,7,3층 BOX8 7,1693,1024,1100,3층 BOX11 9,18.45511456215534,29.216181865307245,1533.6406810724486
3층,BOX8,없음,8,3층 BOX8 8,1663,1059,1100,3층 BOX11 8,18.68333647003071,30.495528782316423,1537.1596339598298
3층,BOX8,없음,9,3층 BOX8 9,1633,1093,1100,3층 BOX11 7,18.899208499276217,31.749992940214796,1541.0030569615883
3층,BOX9,없음,1,3층 BOX9 1,1613,1261,1033,3층 BOX10 3,18.723312107310797,33.35885907235631,1538.7263225728834
3층,BOX9,없음,2,3층 BOX9 2,1583,1296,1033,3층 BOX10 2,18.877939289417373,34.44261838688377,1544.3575582406393
3층,BOX9,없음,3,3층 BOX9 3,1553,1330,1033,3층 BOX10 1,19.02225944623993,35.48024938035708,1550.7230155604038
3층,BOX9,없음,4,3층 BOX9 4,1621,1390,1083,3층 BOX10 6,18.291634077818443,33.78283295573741,1574.5709605708805
3층,BOX9,없음,5,3층 BOX9 5,1651,1355,1083,3층 BOX10 5,18.15482928783264,32.85052975944291,1568.2482030213512
3층,BOX9,없음,6,3층 BOX9 6,1681,1320,1083,3층 BOX10 4,18.00606938367114,31.88306880776597,1562.5916853151557
3층,BOX9,없음,7,3층 BOX9 7,1749,1380,1133,3층 BOX10 9,17.337036183227397,30.551547670914918,1584.0388459042958
3층,BOX9,없음,8,3층 BOX9 8,1719,1414,1133,3층 BOX10 8,17.481943428364676,31.415386926306613,1589.5554498069403
3층,BOX9,없음,9,3층 BOX9 9,1688,1449,1133,3층 BOX10 7,17.621145313551548,32.27890509906626,1595.7507260631055
3층,BOX9,없음,10,3층 BOX9 10,1756,1508,1183,3층 BOX10 12,16.988633655310583,30.893175520579618,1614.7555470256261
3층,BOX9,없음,11,3층 BOX9 11,1786,1473,1183,3층 BOX10 11,16.8614011716614,30.13454177027464,1608.7665868357597
3층,BOX9,없음,12,3층 BOX9 12,1817,1439,1183,3층 BOX10 10,16.715761781209693,29.33315998292753,1603.2354183742573
2층,BOX1,없음,1,2층 BOX1 1,1432,505,383,2층 BOX6 2,22.253247667747264,22.464025120629675,1586.0136756049421
2층,BOX1,없음,2,2층 BOX1 2,1386,558,383,2층 BOX6 1,22.971823023700196,26.71788663045841,1576.3499600571195
2층,BOX1,없음,3,2층 BOX1 3,1454,617,428,2층 BOX6 4,21.86562950684915,24.403327069734015,1515.793120274979
2층,BOX1,없음,4,2층 BOX1 4,1500,565,428,2층 BOX6 3,21.192312680658695,20.349955925797694,1524.56922043224
2층,BOX1,없음,5,2층 BOX1 5,1568,624,483,2층 BOX6 6,20.226602451604005,19.145251134580008,1479.8888219569735
2층,BOX1,없음,6,2층 BOX1 6,1522,677,483,2층 BOX6 5,20.856759693376507,22.982455442450835,1472.7739702790668
2층,BOX2,없음,1,2층 BOX2 1,1494,866,466,2층 BOX5 2,20.960302277707882,30.78068563641676,1476.774771610013
2층,BOX2,없음,2,2층 BOX2 2,1448,918,466,2층 BOX5 1,21.383785481089372,34.13566276277105,1468.3744249249953
2층,BOX2,없음,3,2층 BOX2 3,1515,978,511,2층 BOX5 4,20.47548687124438,32.30088910647582,1460.7346237104068
2층,BOX2,없음,4,2층 BOX2 4,1562,925,511,2층 BOX5 3,20.06240818695239,29.254721267199358,1467.7009984807532
3층,A블록,1,1,3층 A블록1열 1,1649,1634,1116,3층 G블록1열 5,17.401950232489305,33.379660555332734,1620.1954437837312
3층,A블록,1,2,3층 A블록1열 2,1607,1679,1116,3층 G블록1열 4,17.53047131090486,34.27405628920669,1631.1016372870665
3층,A블록,1,3,3층 A블록1열 3,1564,1724,1116,3층 G블록1열 3,17.648142389125006,35.12895667557996,1643.5070395013813
3층,A블록,1,4,3층 A블록1열 4,1521,1768,1116,3층 G블록1열 2,17.75234503856178,35.92290130398026,1657.2680791840512
3층,A블록,1,5,3층 A블록1열 5,1478,1813,1116,3층 G블록1열 1,17.836776870560715,36.64739144026519,1672.7623477608963
3층,G블록,1,1,3층 G블록1열 1,-1478,1813,1116,3층 A블록1열 5,17.836776870560715,36.64739144026519,1672.7623477608963
3층,G블록,1,2,3층 G블록1열 2,-1521,1768,1116,3층 A블록1열 4,17.75234503856178,35.92290130398026,1657.2680791840512
3층,G블록,1,3,3층 G블록1열 3,-1564,1724,1116,3층 A블록1열 3,17.648142389125006,35.12895667557996,1643.5070395013813
3층,G블록,1,4,3층 G블록1열 4,-1607,1679,1116,3층 A블록1열 2,17.53047131090486,34.27405628920669,1631.1016372870665
3층,G블록,1,5,3층 G블록1열 5,-1649,1634,1116,3층 A블록1열 1,17.401950232489305,33.379660555332734,1620.1954437837312
3층,M블록,1,1,3층 M블록1열 1,1018,3329,1583,3층 N블록1열 15,13.801168374856788,29.33790935141832,1965.381624943608
3층,M블록,1,2,3층 M블록1열 2,968,3336,1583,3층 N블록1열 14,13.851991597256152,29.5271056018378,1972.8290718761377
3층,M블록,1,3,3층 M블록1열 3,918,3340,1583,3층 N블록1열 13,13.90800763814072,29.727412068609976,1980.0478120605885
3층,M블록,1,4,3층 M블록1열 4,869,3345,1583,3층 N블록1열 12,13.956556634584473,29.905443756748255,1986.880392704049
3층,M블록,1,5,3층 M블록1열 5,819,3349,1583,3층 N블록1열 11,14.00594568973135,30.084545717704923,1993.5890987439147
3층,M블록,1,6,3층 M블록1열 6,769,3354,1583,3층 N블록1열 10,14.048928223382388,30.24469179355043,1999.9936509524562
3층,M블록,1,7,3층 M블록1열 7,719,3361,1583,3층 N블록1열 9,14.082347518928195,30.377249405641894,2006.0479228138781
3층,M블록,1,8,3층 M블록1열 8,669,3363,1583,3층 N블록1열 8,14.127259016933298,30.537582099198865,2011.8372150705775
3층,M블록,1,9,3층 M블록1열 9,620,3366,1583,3층 N블록1열 7,14.16471785230057,30.67500763647729,2017.156539057097
3층,M블록,1,10,3층 M블록1열 10,570,3368,1583,3층 N블록1열 6,14.202679437343885,30.812064874022557,2022.2451695647867
3층,M블록,1,11,3층 M블록1열 11,520,3371,1583,3층 N블록1열 5,14.233950461596683,30.928621880356026,2026.93039035128
3층,M블록,1,12,3층 M블록1열 12,470,3374,1583,3층 N블록1열 4,14.2615579258804,31.032623277019276,2031.2176012025704
3층,M블록,1,13,3층 M블록1열 13,420,3376,1583,3층 N블록1열 3,14.28862171646761,31.132421000186003,2035.1230371571783
3층,M블록,1,14,3층 M블록1열 14,370,3378,1583,3층 N블록1열 2,14.31199049619666,31.219434086448683,2038.6092884250772
3층,M블록,1,15,3층 M블록1열 15,320,3380,1583,3층 N블록1열 1,14.3316334405868,31.293488750233724,2041.6656783305968
3층,M블록,2,1,3층 M블록2열 1,1027,3429,1643,3층 N블록2열 15,13.47539607029575,28.475479039514177,1968.9148749670778
3층,M블록,2,2,3층 M블록2열 2,977,3435,1643,3층 N블록2열 14,13.525487492501293,28.65567880758459,1975.7983084504754
3층,M블록,2,3,3층 M블록2열 3,936,3440,1643,3층 N블록2열 13,13.563995360542233,28.795544465196716,1981.2843643874817
3층,M블록,2,4,3층 M블록2열 4,878,3444,1643,3층 N블록2열 12,13.623318210236551,29.003496573626887,1988.7984361842673
3층,M블록,2,5,3층 M블록2열 5,828,3449,1643,3층 N블록2열 11,13.666759479478637,29.16102542739262,1994.9963566390554
3층,M블록,2,6,3층 M블록2열 6,778,3454,1643,3층 N블록2열 10,13.706952884277266,29.308082503720566,2000.9194644329414
3층,M블록,2,7,3층 M블록2열 7,729,3460,1643,3층 N블록2열 9,13.739997626138729,29.43359938580491,2006.4206531388943
3층,M블록,2,8,3층 M블록2열 8,679,3463,1643,3층 N블록2열 8,13.7793740253137,29.574159058636205,2011.7772841207302
3층,M블록,2,9,3층 M블록2열 9,629,3465,1643,3층 N블록2열 7,13.818387869647047,29.711606688428464,2016.8355187299485
3층,M블록,2,10,3층 M블록2열 10,579,3468,1643,3층 N블록2열 6,13.85118855831268,29.830475048163677,2021.5392728785316
3층,M블록,2,11,3층 M블록2열 11,529,3470,1643,3층 N블록2열 5,13.88358360332065,29.94594796699797,2025.9180551842092
3층,M블록,2,12,3층 M블록2열 12,479,3473,1643,3층 N블록2열 4,13.909637491867723,30.04220730205726,2029.9093404549255
3층,M블록,2,13,3층 M블록2열 13,429,3476,1643,3층 N블록2열 3,13.932257228082635,30.12683826103086,2033.5245695040353
3층,M블록,2,14,3층 M블록2열 14,379,3478,1643,3층 N블록2열 2,13.954426617096225,30.207757956304714,2036.7842318348005
3층,M블록,2,15,3층 M블록2열 15,329,3479,1643,3층 N블록2열 1,13.976164734940912,30.28501349718469,2039.6835593520314
3층,A블록,2,1,3층 A블록2열 1,1722,1703,1167,3층 G블록2열 5,16.744795077995434,31.795311075101925,1638.4469407262768
3층,A블록,2,2,3층 A블록2열 2,1679,1748,1167,3층 G블록2열 4,16.876113322348367,32.62885903563129,1648.4479079940609
3층,A블록,2,3,3층 A블록2열 3,1636,1792,1167,3층 G블록2열 3,16.994916147466814,33.412426006111865,1659.3725668021204
3층,A블록,2,4,3층 A블록2열 4,1594,1837,1167,3층 G블록2열 2,17.090330218601977,34.120298804554054,1671.4470471737836
3층,A블록,2,5,3층 A블록2열 5,1551,1882,1167,3층 G블록2열 1,17.17631985493308,34.79141178214831,1684.8545553850192
3층,G블록,2,1,3층 G블록2열 1,-1551,1882,1167,3층 A블록2열 5,17.17631985493308,34.79141178214831,1684.8545553850195
