층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,좌우시야각,상하시야각,주성분
3층,BOX10,없음,11,3층 BOX10 11,-1786,1473,1183,3층 BOX9 11,2599.810377700651,23.927859133988232,18.36474527650536,-50.48595958775737,-27.06706951532118,309.4942552704828
3층,BOX10,없음,12,3층 BOX10 12,-1756,1508,1183,3층 BOX9 10,2599.4401320284337,24.31559058409893,18.12991919508423,-49.345007358052975,-27.071239769003324,309.12056585726856
3층,BOX11,없음,1,3층 BOX11 1,-1497,975,1000,3층 BOX8 3,2047.348040759069,28.93094721606524,24.545667884341903,-56.92369703936528,-29.23788463669056,-242.98377661293438
3층,BOX11,없음,2,3층 BOX11 2,-1527,940,1000,3층 BOX8 2,2053.1266400297864,28.23394730505597,24.81208214187124,-58.38412454428046,-29.14765862794287,-237.19908750051985
3층,BOX11,없음,3,3층 BOX11 3,-1558,905,1000,3층 BOX8 1,2060.676830558348,27.5064137740824,25.05169447595789,-59.84885638809078,-29.030651851258582,-229.64260805656227
3층,BOX11,없음,4,3층 BOX11 4,-1625,965,1050,3층 BOX8 6,2162.024514199596,26.30118229956437,23.88277002327061,-59.29620438602951,-29.05545530551177,-128.2841697461524
3층,BOX11,없음,5,3층 BOX11 5,-1595,999,1050,3층 BOX8 5,2155.116238164429,26.93643694268147,23.664656643018304,-57.93975743094372,-29.15754444654752,-135.19780446870624
3층,BOX11,없음,6,3층 BOX11 6,-1565,1034,1050,3층 BOX8 4,2149.623455398643,27.565018312890352,23.41753912328344,-56.54714564274786,-29.239257050079942,-140.69597119184456
3층,BOX11,없음,7,3층 BOX11 7,-1633,1093,1100,3층 BOX8 9,2251.963143570516,26.328455940023545,22.388306274550622,-56.20480272133472,-29.239589372826487,-38.34685263432798
3층,BOX11,없음,8,3층 BOX11 8,-1663,1059,1100,3층 BOX8 8,2257.664722672523,25.7598622525265,22.60807858110196,-57.51097661052447,-29.15862191267603,-32.64054282071721
3층,BOX11,없음,9,3층 BOX11 9,-1693,1024,1100,3층 BOX8 7,2263.8076331702746,25.18334277930388,22.821745880968688,-58.83262753044059,-29.07191438956561,-26.49284260395975
3층,BOX12,없음,1,3층 BOX12 1,-1436,612,866,3층 BOX7 3,1785.1039185436796,29.403358173755407,30.15396066506008,-66.91708048569096,-29.02071603743441,-505.24279501480777
3층,BOX12,없음,2,3층 BOX12 2,-1466,577,866,3층 BOX7 2,1797.787807278712,28.44491873527174,30.31422214181049,-68.51599670051718,-28.79669481130872,-492.55010656276573
3층,BOX12,없음,3,3층 BOX12 3,-1496,543,866,3층 BOX7 1,1811.8556785792848,27.5100569049048,30.428871157061213,-70.05072714255071,-28.55244751279432,-478.4737317598084
3층,BOX12,없음,4,3층 BOX12 4,-1564,602,916,3층 BOX7 6,1909.857586313702,26.29002199222539,28.81733426464584,-68.9477612447561,-28.660384995672132,-380.4550812557314
3층,BOX12,없음,5,3층 BOX12 5,-1534,637,916,3층 BOX7 5,1896.834468265484,27.13530142535798,28.68612003174325,-67.44912451833304,-28.875620321712287,-393.48561050760475
3층,BOX12,없음,6,3층 BOX12 6,-1503,671,916,3층 BOX7 4,1883.6947735766528,28.01881449374305,28.54620604306029,-65.94208294471092,-29.096260891069235,-406.63312832871725
3층,BOX7,없음,1,3층 BOX7 1,1496,543,866,3층 BOX12 3,1811.8556785792848,27.5100569049048,30.428871157061213,70.05072714255071,-28.55244751279432,-478.511844023287
3층,BOX7,없음,2,3층 BOX7 2,1466,577,866,3층 BOX12 2,1797.787807278712,28.44491873527174,30.31422214181049,68.51599670051718,-28.79669481130872,-492.5873838306152
3층,BOX7,없음,3,3층 BOX7 3,1436,612,866,3층 BOX12 1,1785.1039185436796,29.403358173755407,30.15396066506008,66.91708048569096,-29.02071603743441,-505.27920236569065
3층,BOX7,없음,4,3층 BOX7 4,1503,671,916,3층 BOX12 6,1883.6947735766528,28.01881449374305,28.54620604306029,65.94208294471092,-29.096260891069235,-406.6690052159678
3층,BOX7,없음,5,3층 BOX7 5,1534,637,916,3층 BOX12 5,1896.834468265484,27.13530142535798,28.68612003174325,67.44912451833304,-28.875620321712287,-393.5223073258948
3층,BOX7,없음,6,3층 BOX7 6,1564,602,916,3층 BOX12 4,1909.857586313702,26.29002199222539,28.81733426464584,68.9477612447561,-28.660384995672132,-380.4925934322641
3층,BOX8,없음,1,3층 BOX8 1,1558,905,1000,3층 BOX11 3,2060.676830558348,27.5064137740824,25.05169447595789,59.84885638809078,-29.030651851258582,-229.67516982253665
3층,BOX8,없음,2,3층 BOX8 2,1527,940,1000,3층 BOX11 2,2053.1266400297864,28.23394730505597,24.81208214187124,58.38412454428046,-29.14765862794287,-237.23085235476702
3층,BOX8,없음,3,3층 BOX8 3,1497,975,1000,3층 BOX11 1,2047.348040759069,28.93094721606524,24.545667884341903,56.92369703936528,-29.23788463669056,-243.0147468973016
3층,BOX8,없음,4,3층 BOX8 4,1565,1034,1050,3층 BOX11 6,2149.623455398643,27.565018312890352,23.41753912328344,56.54714564274786,-29.239257050079942,-140.7267366071601
3층,BOX8,없음,5,3층 BOX8 5,1595,999,1050,3층 BOX11 5,2155.116238164429,26.93643694268147,23.664656643018304,57.93975743094372,-29.15754444654752,-135.22932755763287
3층,BOX8,없음,6,3층 BOX8 6,1625,965,1050,3층 BOX11 4,2162.024514199596,26.30118229956437,23.88277002327061,59.29620438602951,-29.05545530551177,-128.31643083261102
3층,BOX8,없음,7,3층 BOX8 7,1693,1024,1100,3층 BOX11 9,2263.8076331702746,25.18334277930388,22.821745880968688,58.83262753044059,-29.07191438956561,-26.52485147371794
3층,BOX8,없음,8,3층 BOX8 8,1663,1059,1100,3층 BOX11 8,2257.664722672523,25.7598622525265,22.60807858110196,57.51097661052447,-29.15862191267603,-32.67183262430519
3층,BOX8,없음,9,3층 BOX8 9,1633,1093,1100,3층 BOX11 7,2251.963143570516,26.328455940023545,22.388306274550622,56.20480272133472,-29.239589372826487,-38.37743179228179
3층,BOX9,없음,1,3층 BOX9 1,1613,1261,1033,3층 BOX10 3,2293.246388855764,26.709233535779205,20.88473383579835,51.98266078114588,-26.772759632899295,2.891254071694594
3층,BOX9,없음,2,3층 BOX9 2,1583,1296,1033,3층 BOX10 2,2291.853834780918,27.23062050821232,20.598065070233748,50.69285877703776,-26.79032579008139,1.4947888664876197
3층,BOX9,없음,3,3층 BOX9 3,1553,1330,1033,3층 BOX10 1,2290.807281287537,27.736110906944432,20.30914474809506,49.42302057480284,-26.803543225470992,0.44447880039956905
3층,BOX9,없음,4,3층 BOX9 4,1621,1390,1083,3층 BOX10 6,2394.291126826477,26.48447231233176,19.51937323080501,49.38706401223642,-26.89301247152268,103.93598706882183
3층,BOX9,없음,5,3층 BOX9 5,1651,1355,1083,3층 BOX10 5,2394.7264979533675,26.023980404091542,19.794487067921807,50.62376997765535,-26.88772954522426,104.37478142604303
3층,BOX9,없음,6,3층 BOX9 6,1681,1320,1083,3층 BOX10 4,2396.048830888052,25.548802271036354,20.05842196312188,51.85933549696084,-26.87169723609136,105.70062397639579
3층,BOX9,없음,7,3층 BOX9 7,1749,1380,1133,3층 BOX10 9,2499.4179322394243,24.488317468101457,19.28672133702917,51.72577266413888,-26.95596270302874,209.07439121111346
3층,BOX9,없음,8,3층 BOX9 8,1719,1414,1133,3층 BOX10 8,2497.6080557205128,24.92310513389299,19.05167425979606,50.56026790317876,-26.977079509109014,207.26140671343015
3층,BOX9,없음,9,3층 BOX9 9,1688,1449,1133,3층 BOX10 7,2496.52438401871,25.35972903944173,18.79969900348005,49.35680206199377,-26.989739845402013,206.17458819035923
3층,BOX9,없음,10,3층 BOX9 10,1756,1508,1183,3층 BOX10 12,2599.4401320284337,24.31559058409893,18.12991919508423,49.345007358052975,-27.071239769003324,309.09371888510293
3층,BOX9,없음,11,3층 BOX9 11,1786,1473,1183,3층 BOX10 11,2599.810377700651,23.927859133988232,18.36474527650536,50.48595958775737,-27.06706951532118,309.4667875442755
3층,BOX9,없음,12,3층 BOX9 12,1817,1439,1183,3층 BOX10 10,2602.2488351424045,23.515110730787978,18.58060880988831,51.62201629768037,-27.039637514988488,311.90807228210207
2층,BOX1,없음,1,2층 BOX1 1,1432,505,383,2층 BOX6 2,1565.9942528630174,21.173142181241424,34.1696565166873,70.57461668230272,-14.156604073501317,-724.3780086844299
2층,BOX1,없음,2,2층 BOX1 2,1386,558,383,2층 BOX6 1,1542.4166103877385,23.696136004280007,33.88658073313684,68.07041224982466,-14.377626279087387,-747.9830308002369
2층,BOX1,없음,3,2층 BOX1 3,1454,617,428,2층 BOX6 4,1636.456232228653,23.354989976342427,31.91324300246172,67.00622352118286,-15.161504805449136,-653.9294980974221
2층,BOX1,없음,4,2층 BOX1 4,1500,565,428,2층 BOX6 3,1659.03857700778,21.144470362849283,32.19045233204453,69.36028082819895,-14.95028007519785,-631.324012946776
2층,BOX1,없음,5,2층 BOX1 5,1568,624,483,2층 BOX6 6,1755.360077021236,21.12825285594544,30.390769658692022,68.29946326068254,-15.971383702013052,-534.9939211593564
2층,BOX1,없음,6,2층 BOX1 6,1522,677,483,2층 BOX6 5,1734.3880765272806,23.07879325863454,30.097222702125663,66.02004918897809,-16.169768989049324,-555.9854812025894
2층,BOX2,없음,1,2층 BOX2 1,1494,866,466,2층 BOX5 2,1788.6162249068411,26.03434395830087,27.492336801966985,59.90119151122575,-15.101904797418936,-501.7899146380783
2층,BOX2,없음,2,2층 BOX2 2,1448,918,466,2층 BOX5 1,1776.677798589266,27.944403439223105,26.95159919618388,57.62620582690637,-15.20582506453636,-513.7471153294938
2층,BOX2,없음,3,2층 BOX2 3,1515,978,511,2층 BOX5 4,1874.2545184686096,26.804021242722428,25.606118201610872,57.15595540503893,-15.821526017507448,-416.1534044170972
2층,BOX2,없음,4,2층 BOX2 4,1562,925,511,2층 BOX5 3,1885.8923617216333,25.097310272740152,26.115332581345253,59.3664280555637,-15.721356414577372,-404.49934780109805
3층,A블록,1,1,3층 A블록1열 1,1649,1634,1116,3층 G블록1열 5,2575.774252530683,25.692654592522064,17.25319572429125,45.26178212376719,-25.675121343516004,285.41220651174626
3층,A블록,1,2,3층 A블록1열 2,1607,1679,1116,3층 G블록1열 4,2578.1671784428563,26.17362301779231,16.89482290737215,43.7447851086604,-25.64955915517935,287.80159581511356
3층,A블록,1,3,3층 A블록1열 3,1564,1724,1116,3층 G블록1열 3,2581.4197643932303,26.63843813472978,16.524630981771697,42.21408181275399,-25.6148984700562,291.0507806470395
3층,A블록,1,4,3층 A블록1열 4,1521,1768,1116,3층 G블록1열 2,2585.4827402247342,27.07494455656288,16.151743967816373,40.70521674297732,-25.571738548549312,295.11057779924676
3층,A블록,1,5,3층 A블록1열 5,1478,1813,1116,3층 G블록1열 1,2591.700021221592,27.475572223545257,15.760671086123374,39.18772397959199,-25.50598588519591,301.32482573071803
3층,G블록,1,1,3층 G블록1열 1,-1478,1813,1116,3층 A블록1열 5,2591.700021221592,27.475572223545257,15.760671086123374,-39.18772397959199,-25.50598588519591,301.34614646388326
3층,G블록,1,2,3층 G블록1열 2,-1521,1768,1116,3층 A블록1열 4,2585.4827402247342,27.07494455656288,16.151743967816373,-40.70521674297732,-25.571738548549312,295.1327241495952
3층,G블록,1,3,3층 G블록1열 3,-1564,1724,1116,3층 A블록1열 3,2581.4197643932303,26.63843813472978,16.524630981771697,-42.21408181275399,-25.6148984700562,291.0737479205309
3층,G블록,1,4,3층 G블록1열 4,-1607,1679,1116,3층 A블록1열 2,2578.1671784428563,26.17362301779231,16.89482290737215,-43.7447851086604,-25.64955915517935,287.8253958931981
3층,G블록,1,5,3층 G블록1열 5,-1649,1634,1116,3층 A블록1열 1,2575.774252530683,25.692654592522064,17.25319572429125,-45.26178212376719,-25.675121343516004,285.4368319372939
3층,M블록,1,1,3층 M블록1열 1,1018,3329,1583,3층 N블록1열 15,3824.193248255114,21.8435811828114,7.503742841243955,17.00350302503934,-24.452802274534825,1533.7509214429838
3층,M블록,1,2,3층 M블록1열 2,968,3336,1583,3층 N블록1열 14,3817.303891492005,21.967866491139347,7.42163647487464,16.181030489457846,-24.49983292638844,1526.8624850662582
3층,M블록,1,3,3층 M블록1열 3,918,3340,1583,3층 N블록1열 13,3808.439706756561,22.0994313445028,7.350390561335657,15.368276777484468,-24.560621244260744,1517.9994744603282
3층,M블록,1,4,3층 M블록1열 4,869,3345,1583,3층 N블록1열 12,3801.325426742625,22.21630793614578,7.278173744616214,14.562984688927571,-24.60963569202771,1510.8861724778758
3층,M블록,1,5,3층 M블록1열 5,819,3349,1583,3층 N블록1열 11,3793.7383937219497,22.33383851858783,7.209504551696944,13.742008143514944,-24.66213106937977,1503.3001905439646
3층,M블록,1,6,3층 M블록1열 6,769,3354,1583,3층 N블록1열 10,3787.686101038469,22.43890808465852,7.139271692068607,12.913494938253676,-24.704174153332136,1497.248781176776
3층,M블록,1,7,3층 M블록1열 7,719,3361,1583,3층 N블록1열 9,3784.068049071,22.525916038002567,7.064571279086607,12.074964180851149,-24.7293784801954,1493.631339877033
3층,M블록,1,8,3층 M블록1열 8,669,3363,1583,3층 N블록1열 8,3776.667711091353,22.631007549850484,7.0081409093424165,11.25094576234839,-24.781097631167977,1486.232066558616
3층,M블록,1,9,3층 M블록1열 9,620,3366,1583,3층 N블록1열 7,3770.974012108808,22.72108019984472,6.951827768421186,10.436608861197596,-24.821042416181104,1480.5392371889059
3층,M블록,1,10,3층 M블록1열 10,570,3368,1583,3층 N블록1열 6,3764.8656018508814,22.810851177784954,6.900351406729904,9.605713021121668,-24.86404538955272,1474.4317561217176
3층,M블록,1,11,3층 M블록1열 11,520,3371,1583,3층 N블록1열 5,3760.3098276604815,22.887217086466272,6.848569635091468,8.76915055972426,-24.896218600097196,1469.876737287582
3층,M블록,1,12,3층 M블록1열 12,470,3374,1583,3층 N블록1열 4,3756.416510452482,22.955358354795788,6.799898572645916,7.930300545366619,-24.92378200102696,1465.9841040185008
3층,M블록,1,13,3층 M블록1열 13,420,3376,1583,3층 N블록1열 3,3752.287968693234,23.020697430281626,6.757688986967533,7.091593118326336,-24.95307995598752,1461.8562769253713
3층,M블록,1,14,3층 M블록1열 14,370,3378,1583,3층 N블록1열 2,3748.82288191907,23.07766744214529,6.718986930111463,6.250818445959546,-24.97772494793877,1458.391830773268
3층,M블록,1,15,3층 M블록1열 15,320,3380,1583,3층 N블록1열 1,3746.023091226214,23.126161566280075,6.683980476586386,5.408332157475353,-24.997675024579888,1455.592605491527
3층,M블록,2,1,3층 M블록2열 1,1027,3429,1643,3층 N블록2열 15,3938.555445845596,21.22235546017558,7.29968654024645,16.6731804897926,-24.655291122415434,1648.104140835315
3층,M블록,2,2,3층 M블록2열 2,977,3435,1643,3층 N블록2열 14,3931.056219389389,21.340941583717548,7.226380404350721,15.877079107077876,-24.70547142222876,1640.6059583363894
3층,M블록,2,3,3층 M블록2열 3,936,3440,1643,3층 N블록2열 13,3925.4483820323,21.43295147562291,7.166739188247799,15.221289276062071,-24.74313425847813,1634.9989209097894
3층,M블록,2,4,3층 M블록2열 4,878,3444,1643,3층 N블록2열 12,3915.541980364915,21.56971787338733,7.093224316322803,14.302115246430082,-24.80995841632321,1625.0939130544193
3층,M블록,2,5,3층 M블록2열 5,828,3449,1643,3층 N블록2열 11,3909.045151952073,21.67326624843116,7.026511527708647,13.4995030293136,-24.85398669335185,1618.5980456880961
3층,M블록,2,6,3층 M블록2열 6,778,3454,1643,3층 N블록2열 10,3903.184469122617,21.769905470113056,6.961409292113715,12.693803370767627,-24.893843139638346,1612.7382573926627
3층,M블록,2,7,3층 M블록2열 7,729,3460,1643,3층 N블록2열 9,3899.037060608683,21.852392302397973,6.896040376946498,11.897837915665772,-24.92212840880574,1608.5915398553689
3층,M블록,2,8,3층 M블록2열 8,679,3463,1643,3층 N블록2열 8,3892.6673374435686,21.944700533205275,6.840862041450491,11.093410607837557,-24.96569989898492,1602.222794476005
3층,M블록,2,9,3층 M블록2열 9,629,3465,1643,3층 N블록2열 7,3886.04104455936,22.034911283746386,6.7909164965841065,10.288839216124725,-25.01119447542709,1595.5975182273676
3층,M블록,2,10,3층 M블록2열 10,579,3468,1643,3층 N블록2열 6,3880.942411322281,22.11292617926584,6.740368998492272,9.478396209431123,-25.046317781543827,1590.4997212931817
3층,M블록,2,11,3층 M블록2열 11,529,3470,1643,3층 N블록2열 5,3875.588987495965,22.188666945414624,6.695452594718175,8.667977548709091,-25.083306614435894,1585.147170211284
3층,M블록,2,12,3층 M블록2열 12,479,3473,1643,3층 N블록2열 4,3871.77207490317,22.25182744482767,6.650364864360912,7.852755043138361,-25.109748421909536,1581.3309478795618
3층,M블록,2,13,3층 M블록2열 13,429,3476,1643,3층 N블록2열 3,3868.600005169829,22.30736282676408,6.608301824839852,7.035735892120066,-25.131767118214952,1578.159493665329
3층,M블록,2,14,3층 M블록2열 14,379,3478,1643,3층 N블록2열 2,3865.174510937378,22.3604260986164,6.57240054078764,6.219020965179014,-25.155590000020197,1574.7346479236169
3층,M블록,2,15,3층 M블록2열 15,329,3479,1643,3층 N블록2열 1,3861.4933639720266,22.411042348250945,6.542795457582234,5.402247290950141,-25.18124315636107,1571.0541813479183
3층,A블록,2,1,3층 A블록2열 1,1722,1703,1167,3층 G블록2열 5,2688.379065533728,24.54702185069668,16.614897183904137,45.317841939806925,-25.72743952280261,398.01948121776354
3층,A블록,2,2,3층 A블록2열 2,1679,1748,1167,3층 G블록2열 4,2690.062081068019,25.0018625270222,16.28614514141858,43.84654954889463,-25.710167805706128,399.6992165136477
3층,A블록,2,3,3층 A블록2열 3,1636,1792,1167,3층 G블록2열 3,2692.517223714641,25.433240876233484,15.953998921972437,42.39440515157527,-25.685015446339797,402.15124990922044
3층,A블록,2,4,3층 A블록2열 4,1594,1837,1167,3층 G블록2열 2,2697.6460108768906,25.823003615032142,15.604028840444649,40.94880079787844,-25.632636982936813,407.277016803296
3층,A블록,2,5,3층 A블록2열 5,1551,1882,1167,3층 G블록2열 1,2703.592794782528,26.196343414311954,15.245395732519276,39.492729077608274,-25.57218197517596,413.2209011666279
3층,G블록,2,1,3층 G블록2열 1,-1551,1882,1167,3층 A블록2열 5,2703.592794782528,26.196343414311954,15.245395732519276,-39.492729077608274,-25.57218197517596,413.24238784289076
3층,G블록,2,2,3층 G블록2열 2,-1594,1837,1167,3층 A블록2열 4,2697.6460108768906,25.823003615032142,15.604028840444649,-40.94880079787844,-25.632636982936813,407.2992956796017
3층,G블록,2,3,3층 G블록2열 3,-1636,1792,1167,3층 A블록2열 3,2692.517223714641,25.433240876233484,15.953998921972437,-42.39440515157527,-25.685015446339797,402.1743152906242
3층,G블록,2,4,3층 G블록2열 4,-1679,1748,1167,3층 A블록2열 2,2690.062081068019,25.0018625270222,16.28614514141858,-43.84654954889463,-25.710167805706128,399.7230719583689
3층,G블록,2,5,3층 G블록2열 5,-1722,1703,1167,3층 A블록2열 1,2688.379065533728,24.54702185069668,16.614897183904137,-45.317841939806925,-25.72743952280261,398.0441371435868
3층,N블록,1,1,3층 N블록1열 1,-320,3380,1583,3층 M블록1열 15,3746.023091226214,23.126161566280075,6.683980476586386,-5.408332157475353,-24.997675024579888,1455.5955479846116
3층,N블록,1,2,3층 N블록1열 2,-370,3378,1583,3층 M블록1열 14,3748.82288191907,23.07766744214529,6.718986930111463,-6.250818445959546,-24.97772494793877,1458.3952316350333
3층,N블록,1,3,3층 N블록1열 3,-420,3376,1583,3층 M블록1열 13,3752.287968693234,23.020697430281626,6.757688986967533,-7.091593118326336,-24.95307995598752,1461.8601352245844
3층,N블록,1,4,3층 N블록1열 4,-470,3374,1583,3층 M블록1열 12,3756.416510452482,22.955358354795788,6.799898572645916,-7.930300545366619,-24.92378200102696,1465.9884186304425
3층,N블록,1,5,3층 N블록1열 5,-520,3371,1583,3층 M블록1열 11,3760.3098276604815,22.887217086466272,6.848569635091468,-8.76915055972426,-24.896218600097196,1469.881508289829
3층,N블록,1,6,3층 N블록1열 6,-570,3368,1583,3층 M블록1열 10,3764.8656018508814,22.810851177784954,6.900351406729904,-9.605713021121668,-24.86404538955272,1474.436982269689
3층,N블록,1,7,3층 N블록1열 7,-620,3366,1583,3층 M블록1열 9,3770.974012108808,22.72108019984472,6.951827768421186,-10.436608861197596,-24.821042416181104,1480.544915399582
3층,N블록,1,8,3층 N블록1열 8,-669,3363,1583,3층 M블록1열 8,3776.667711091353,22.631007549850484,7.0081409093424165,-11.25094576234839,-24.781097631167977,1486.2381878228307
3층,N블록,1,9,3층 N블록1열 9,-719,3361,1583,3층 M블록1열 7,3784.068049071,22.525916038002567,7.064571279086607,-12.074964180851149,-24.7293784801954,1493.6379094621768
3층,N블록,1,10,3층 N블록1열 10,-769,3354,1583,3층 M블록1열 6,3787.686101038469,22.43890808465852,7.139271692068607,-12.913494938253676,-24.704174153332136,1497.255806978528
3층,N블록,1,11,3층 N블록1열 11,-819,3349,1583,3층 M블록1열 5,3793.7383937219497,22.33383851858783,7.209504551696944,-13.742008143514944,-24.66213106937977,1503.3076671121096
3층,N블록,1,12,3층 N블록1열 12,-869,3345,1583,3층 M블록1열 4,3801.325426742625,22.21630793614578,7.278173744616214,-14.562984688927571,-24.60963569202771,1510.894095711968
3층,N블록,1,13,3층 N블록1열 13,-918,3340,1583,3층 M블록1열 3,3808.439706756561,22.0994313445028,7.350390561335657,-15.368276777484468,-24.560621244260744,1518.0078358269784
3층,N블록,1,14,3층 N블록1열 14,-968,3336,1583,3층 M블록1열 2,3817.303891492005,21.967866491139347,7.42163647487464,-16.181030489457846,-24.49983292638844,1526.8712886250862
3층,N블록,1,15,3층 N블록1열 15,-1018,3329,1583,3층 M블록1열 1,3824.193248255114,21.8435811828114,7.503742841243955,-17.00350302503934,-24.452802274534825,1533.760172481678
3층,N블록,2,1,3층 N블록2열 1,-329,3479,1643,3층 M블록2열 15,3861.4933639720266,22.411042348250945,6.542795457582234,-5.402247290950141,-25.18124315636107,1571.0571205304298
3층,N블록,2,2,3층 N블록2열 2,-379,3478,1643,3층 M블록2열 14,3865.174510937378,22.3604260986164,6.57240054078764,-6.219020965179014,-25.155590000020197,1574.7380314854336
3층,N블록,2,3,3층 N블록2열 3,-429,3476,1643,3층 M블록2열 13,3868.600005169829,22.30736282676408,6.608301824839852,-7.035735892120066,-25.131767118214952,1578.1633215744891
3층,N블록,2,4,3층 N블록2열 4,-479,3473,1643,3층 M블록2열 12,3871.77207490317,22.25182744482767,6.650364864360912,-7.852755043138361,-25.109748421909536,1581.335220301583
3층,N블록,2,5,3층 N블록2열 5,-529,3470,1643,3층 M블록2열 11,3875.588987495965,22.188666945414624,6.695452594718175,-8.667977548709091,-25.083306614435894,1585.1518861686718
3층,N블록,2,6,3층 N블록2열 6,-579,3468,1643,3층 M블록2열 10,3880.942411322281,22.11292617926584,6.740368998492272,-9.478396209431123,-25.046317781543827,1590.504878172324
3층,N블록,2,7,3층 N블록2열 7,-629,3465,1643,3층 M블록2열 9,3886.04104455936,22.034911283746386,6.7909164965841065,-10.288839216124725,-25.01119447542709,1595.6031160415102
3층,N블록,2,8,3층 N블록2열 8,-679,3463,1643,3층 M블록2열 8,3892.6673374435686,21.944700533205275,6.840862041450491,-11.093410607837557,-24.96569989898492,1602.2288300305984
3층,N블록,2,9,3층 N블록2열 9,-729,3460,1643,3층 M블록2열 7,3899.037060608683,21.852392302397973,6.896040376946498,-11.897837915665772,-24.92212840880574,1608.5980130720216
3층,N블록,2,10,3층 N블록2열 10,-778,3454,1643,3층 M블록2열 6,3903.184469122617,21.769905470113056,6.961409292113715,-12.693803370767627,-24.893843139638346,1612.745163667563
3층,N블록,2,11,3층 N블록2열 11,-828,3449,1643,3층 M블록2열 5,3909.045151952073,21.67326624843116,7.026511527708647,-13.4995030293136,-24.85398669335185,1618.6053903172992
3층,N블록,2,12,3층 N블록2열 12,-878,3444,1643,3층 M블록2열 4,3915.541980364915,21.56971787338733,7.093224316322803,-14.302115246430082,-24.80995841632321,1625.1016943581515
3층,N블록,2,13,3층 N블록2열 13,-936,3440,1643,3층 M블록2열 3,3925.4483820323,21.43295147562291,7.166739188247799,-15.221289276062071,-24.74313425847813,1635.0072023054443
3층,N블록,2,14,3층 N블록2열 14,-977,3435,1643,3층 M블록2열 2,3931.056219389389,21.340941583717548,7.226380404350721,-15.877079107077876,-24.70547142222876,1640.6145965254118
3층,N블록,2,15,3층 N블록2열 15,-1027,3429,1643,3층 M블록2열 1,3938.555445845596,21.22235546017558,7.29968654024645,-16.6731804897926,-24.655291122415434,1648.1132121565383
3층,A블록,3,1,3층 A블록3열 1,1807,1758,1216,3층 G블록3열 6,2799.0121471690686,23.38395213369285,16.116375463553148,45.787466036730926,-25.74960108249317,508.65384975450644
3층,A블록,3,2,3층 A블록3열 2,1766,1801,1216,3층 G블록3열 5,2800.180887014266,23.79114344274993,15.829677985818174,44.43782227946269,-25.73806704564783,509.8196748598208
3층,A블록,3,3,3층 A블록3열 3,1726,1843,1216,3층 G블록3열 4,2802.566859148948,24.168757988419536,15.54045604807775,43.12238544612949,-25.71455374325167,512.2028649525263
3층,A블록,3,4,3층 A블록3열 4,1686,1886,1216,3층 G블록3열 3,2806.821690097182,24.52347696834299,15.235751940571753,41.79529575266153,-25.67273387868929,516.454926429637
3층,A블록,3,5,3층 A블록3열 5,1645,1928,1216,3층 G블록3열 2,2811.025613543925,24.869913570445554,14.930791213854166,40.471333543132594,-25.631553049912867,520.6562187090279
3층,A블록,3,6,3층 A블록3열 6,1605,1970,1216,3층 G블록3열 1,2817.016329381141,25.182869184916846,14.619251873534674,39.17042092075767,-25.573105899226885,526.6443918217027
3층,G블록,3,1,3층 G블록3열 1,-1605,1970,1216,3층 A블록3열 6,2817.016329381141,25.182869184916846,14.619251873534674,-39.17042092075767,-25.573105899226885,526.6657031408508
3층,G블록,3,2,3층 G블록3열 2,-1645,1928,1216,3층 A블록3열 5,2811.025613543925,24.869913570445554,14.930791213854166,-40.471333543132594,-25.631553049912867,520.6782378113306
3층,G블록,3,3,3층 G블록3열 3,-1686,1886,1216,3층 A블록3열 4,2806.821690097182,24.52347696834299,15.235751940571753,-41.79529575266153,-25.67273387868929,516.4776658556053
3층,G블록,3,4,3층 G블록3열 4,-1726,1843,1216,3층 A블록3열 3,2802.566859148948,24.168757988419536,15.54045604807775,-43.12238544612949,-25.71455374325167,512.22632640372
3층,G블록,3,5,3층 G블록3열 5,-1766,1801,1216,3층 A블록3열 2,2800.180887014266,23.79114344274993,15.829677985818174,-44.43782227946269,-25.73806704564783,509.84385199630754
3층,G블록,3,6,3층 G블록3열 6,-1807,1758,1216,3층 A블록3열 1,2799.0121471690686,23.38395213369285,16.116375463553148,-45.787466036730926,-25.74960108249317,508.6787611871323
3층,A블록,4,1,3층 A블록4열 1,1819,1894,1268,3층 G블록4열 14,2916.1311698893105,22.980416629914536,15.13961302458547,43.84282273827428,-25.7740119127598,625.7674488993458
3층,A블록,4,2,3층 A블록4열 2,1785,1930,1268,3층 G블록4열 13,2918.7238649793508,23.26979615429089,14.907837854161556,42.76482554698848,-25.74943898877654,628.3579438910679
3층,A블록,4,3,3층 A블록4열 3,1750,1967,1268,3층 G블록4열 12,2922.2274038821824,23.55386471917761,14.66424134390788,41.658841070192935,-25.716310630316293,631.8592565375678
3층,A블록,4,4,3층 A블록4열 4,1716,2003,1268,3층 G블록4열 11,2926.5148214215487,23.81564249410765,14.422440388756646,40.58715742947204,-25.675890584646822,636.1445447241721
3층,A블록,4,5,3층 A블록4열 5,1681,2039,1268,3층 G블록4열 10,2931.058853042702,24.073176105767928,14.176149898359231,39.50297978918124,-25.633195251876348,640.6864945865891
