seat,예매여부,좌석 오픈 여부,좌석 별 평균 가격,거래까지걸린시간_시간,거래까지걸린시간_등수,좌석 예매율,층,블록,열,넘버,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
합창석 F블록1열 7,40,160,27300.0,598.6045833333333,1538.3862049006584,0.25,합창석,F블록,1,7,-964,-459,300,합창석 H블록1열 10,30,61,1817
합창석 F블록1열 8,37,155,36000.0,521.6518018018018,1513.3287457531355,0.23870967741935484,합창석,F블록,1,8,-948,-508,300,합창석 H블록1열 9,30,61,1809
합창석 F블록1열 9,33,155,32848.48484848485,402.45656565656566,1555.5476585386882,0.2129032258064516,합창석,F블록,1,9,-932,-557,300,합창석 H블록1열 8,30,61,1800
합창석 F블록2열 1,40,161,26400.0,526.9833333333333,1557.0098457771046,0.2484472049689441,합창석,F블록,2,1,-1198,-65,350,합창석 H블록2열 20,25,45,1787
합창석 F블록2열 10,30,152,20500.0,595.9922222222223,1563.1312955508092,0.19736842105263158,합창석,F블록,2,10,-1054,-506,350,합창석 H블록2열 11,23,56,1704
합창석 F블록2열 11,32,158,23656.25,513.9854166666667,1605.1935620605213,0.20253164556962025,합창석,F블록,2,11,-1038,-555,350,합창석 H블록2열 10,23,56,1697
합창석 F블록2열 12,28,150,25392.85714285714,599.6208333333333,1560.7093185895553,0.18666666666666668,합창석,F블록,2,12,-1022,-604,350,합창석 H블록2열 9,22,56,1690
합창석 F블록2열 13,35,158,23742.85714285714,476.3742857142857,1566.1567636092243,0.22151898734177214,합창석,F블록,2,13,-1006,-653,350,합창석 H블록2열 8,22,56,1684
합창석 F블록2열 14,30,153,23733.333333333332,1053.3916666666667,1581.8582424608937,0.19607843137254902,합창석,F블록,2,14,-990,-702,350,합창석 H블록2열 7,21,56,1679
합창석 F블록2열 15,29,153,22000.0,470.07011494252873,1590.7795640828028,0.1895424836601307,합창석,F블록,2,15,-974,-751,350,합창석 H블록2열 6,22,56,1676
합창석 F블록2열 16,33,154,24242.424242424244,633.690404040404,1557.8358506821746,0.21428571428571427,합창석,F블록,2,16,-958,-800,350,합창석 H블록2열 5,22,55,1675
합창석 F블록2열 17,30,158,21433.333333333332,611.8477777777777,1639.969183444518,0.189873417721519,합창석,F블록,2,17,-942,-849,350,합창석 H블록2열 4,23,55,1676
합창석 F블록2열 18,22,148,16136.363636363636,641.8863636363636,1611.8409635128762,0.14864864864864866,합창석,F블록,2,18,-926,-898,350,합창석 H블록2열 3,25,54,1679
합창석 F블록2열 19,39,158,26666.666666666668,551.4931623931624,1535.0138981987027,0.2468354430379747,합창석,F블록,2,19,-910,-947,350,합창석 H블록2열 2,27,54,1683
합창석 F블록2열 2,35,154,22342.85714285714,438.5109523809524,1537.5809311901417,0.22727272727272727,합창석,F블록,2,2,-1182,-114,350,합창석 H블록2열 19,25,47,1778
합창석 F블록2열 20,35,155,27914.285714285714,700.3585714285714,1537.3871029202844,0.22580645161290322,합창석,F블록,2,20,-894,-996,350,합창석 H블록2열 1,30,53,1688
합창석 F블록2열 3,33,152,26363.636363636364,396.8282828282828,1527.0612922752646,0.21710526315789475,합창석,F블록,2,3,-1166,-163,350,합창석 H블록2열 18,25,49,1768
합창석 F블록2열 4,35,154,28257.14285714286,449.45095238095234,1530.8572990183611,0.22727272727272727,합창석,F블록,2,4,-1150,-212,350,합창석 H블록2열 17,25,51,1758
합창석 F블록2열 5,40,156,26525.0,432.40166666666664,1496.3147159844987,0.2564102564102564,합창석,F블록,2,5,-1134,-261,350,합창석 H블록2열 16,25,53,1748
합창석 F블록2열 6,35,148,27857.14285714286,612.4133333333333,1459.4627389985433,0.23648648648648649,합창석,F블록,2,6,-1118,-310,350,합창석 H블록2열 15,25,54,1738
합창석 F블록2열 7,44,158,23295.454545454544,634.4522727272728,1472.5895586093775,0.27848101265822783,합창석,F블록,2,7,-1102,-359,350,합창석 H블록2열 14,25,55,1729
합창석 F블록2열 8,35,153,23800.0,676.1771428571428,1520.2519905777885,0.22875816993464052,합창석,F블록,2,8,-1086,-408,350,합창석 H블록2열 13,24,55,1721
합창석 F블록2열 9,32,155,19281.25,559.2442708333333,1578.4530953036253,0.2064516129032258,합창석,F블록,2,9,-1070,-457,350,합창석 H블록2열 12,24,56,1712
합창석 F블록3열 1,44,161,29045.454545454544,580.9814393939394,1509.495947889812,0.2732919254658385,합창석,F블록,3,1,-1354,91,400,합창석 H블록3열 24,22,27,1701
합창석 F블록3열 10,32,154,29906.25,539.5359375,1564.7669758061106,0.2077922077922078,합창석,F블록,3,10,-1202,-375,400,합창석 H블록3열 15,20,48,1662
합창석 F블록3열 11,36,160,21472.222222222223,590.4217592592593,1584.9199993593618,0.225,합창석,F블록,3,11,-1185,-427,400,합창석 H블록3열 14,19,49,1653
합창석 F블록3열 12,30,147,31133.333333333332,364.3105555555556,1511.5653320508213,0.20408163265306123,합창석,F블록,3,12,-1168,-478,400,합창석 H블록3열 13,19,50,1644
합창석 F블록3열 13,41,159,30609.756097560974,744.0170731707317,1528.979010623732,0.2578616352201258,합창석,F블록,3,13,-1151,-530,400,합창석 H블록3열 12,18,51,1635
합창석 F블록3열 14,33,152,27969.696969696968,761.1833333333333,1534.2067662028755,0.21710526315789475,합창석,F블록,3,14,-1134,-582,400,합창석 H블록3열 11,17,51,1627
합창석 F블록3열 15,32,153,22562.5,858.8505208333333,1561.7209203580587,0.20915032679738563,합창석,F블록,3,15,-1117,-634,400,합창석 H블록3열 10,16,52,1620
합창석 F블록3열 16,31,155,28903.225806451614,599.4311827956989,1591.2673945828801,0.2,합창석,F블록,3,16,-1100,-686,400,합창석 H블록3열 9,15,52,1615
합창석 F블록3열 17,37,160,28297.297297297297,614.854054054054,1585.5569599030787,0.23125,합창석,F블록,3,17,-1083,-737,400,합창석 H블록3열 8,14,52,1612
합창석 F블록3열 18,24,146,24333.333333333332,288.62847222222223,1563.6146671830365,0.1643835616438356,합창석,F블록,3,18,-1066,-789,400,합창석 H블록3열 7,14,52,1611
합창석 F블록3열 19,37,161,27891.891891891893,346.2315315315315,1584.2737256675898,0.22981366459627328,합창석,F블록,3,19,-1050,-841,400,합창석 H블록3열 6,15,52,1615
합창석 F블록3열 2,44,155,31181.81818181818,496.2541666666666,1440.647157019909,0.2838709677419355,합창석,F블록,3,2,-1337,40,400,합창석 H블록3열 23,22,30,1709
합창석 F블록3열 20,24,154,20791.666666666668,427.9131944444444,1660.8121671283986,0.15584415584415584,합창석,F블록,3,20,-1033,-893,400,합창석 H블록3열 5,17,51,1621
합창석 F블록3열 21,23,154,18739.130434782608,324.5268115942029,1664.5342369608647,0.14935064935064934,합창석,F블록,3,21,-1016,-945,400,합창석 H블록3열 4,19,51,1629
합창석 F블록3열 22,25,154,21320.0,579.2646666666667,1649.2305274350592,0.16233766233766234,합창석,F블록,3,22,-999,-996,400,합창석 H블록3열 3,21,51,1638
합창석 F블록3열 23,35,160,23314.285714285714,591.5961904761905,1609.6078769894073,0.21875,합창석,F블록,3,23,-982,-1048,400,합창석 H블록3열 2,24,50,1647
합창석 F블록3열 24,29,154,21689.655172413793,471.6551724137931,1603.9343797463316,0.18831168831168832,합창석,F블록,3,24,-965,-1100,400,합창석 H블록3열 1,27,50,1655
합창석 F블록3열 3,40,153,28450.0,503.68791666666664,1460.6367177487787,0.26143790849673204,합창석,F블록,3,3,-1320,-12,400,합창석 H블록3열 22,22,33,1712
합창석 F블록3열 4,35,155,29342.85714285714,497.05,1551.5061025060777,0.22580645161290322,합창석,F블록,3,4,-1303,-64,400,합창석 H블록3열 21,22,36,1711
합창석 F블록3열 5,42,157,30690.47619047619,410.51547619047625,1490.5508128788472,0.267515923566879,합창석,F블록,3,5,-1286,-116,400,합창석 H블록3열 20,22,39,1706
합창석 F블록3열 6,28,148,34678.57142857143,376.58750000000003,1549.7148596699005,0.1891891891891892,합창석,F블록,3,6,-1269,-168,400,합창석 H블록3열 19,22,42,1699
합창석 F블록3열 7,35,159,27200.0,699.5904761904762,1598.931578159681,0.22012578616352202,합창석,F블록,3,7,-1252,-219,400,합창석 H블록3열 18,22,44,1690
합창석 F블록3열 8,33,155,28121.21212121212,509.7833333333333,1572.4971110769281,0.2129032258064516,합창석,F블록,3,8,-1235,-271,400,합창석 H블록3열 17,21,46,1681
합창석 F블록3열 9,32,153,25000.0,477.8822916666667,1551.5314793116695,0.20915032679738563,합창석,F블록,3,9,-1219,-323,400,합창석 H블록3열 16,21,47,1672
합창석 F블록4열 1,54,160,27814.814814814814,557.6401234567901,1382.4383574035967,0.3375,합창석,F블록,4,1,-1451,65,450,합창석 H블록4열 12,20,21,1629
합창석 F블록4열 10,34,154,29029.41176470588,433.53284313725493,1532.4252780036206,0.22077922077922077,합창석,F블록,4,10,-1314,-354,450,합창석 H블록4열 3,17,42,1624
합창석 F블록4열 11,46,160,33282.608695652176,368.4210144927536,1466.7139102410351,0.2875,합창석,F블록,4,11,-1299,-401,450,합창석 H블록4열 2,16,43,1617
합창석 F블록4열 12,36,149,32166.666666666668,373.8069444444444,1447.1879290012143,0.24161073825503357,합창석,F블록,4,12,-1283,-447,450,합창석 H블록4열 1,15,44,1609
합창석 F블록4열 2,42,155,31547.619047619046,540.9503968253968,1464.398531645236,0.2709677419354839,합창석,F블록,4,2,-1435,19,450,합창석 H블록4열 11,20,24,1639
합창석 F블록4열 3,30,148,24933.333333333332,700.2227777777778,1519.019341505989,0.20270270270270271,합창석,F블록,4,3,-1420,-28,450,합창석 H블록4열 10,20,27,1646
합창석 F블록4열 4,36,154,28138.88888888889,775.8,1527.2861222661033,0.23376623376623376,합창석,F블록,4,4,-1405,-74,450,합창석 H블록4열 9,19,30,1649
합창석 F블록4열 5,37,158,23162.162162162163,484.41171171171175,1551.6515117581357,0.23417721518987342,합창석,F블록,4,5,-1390,-121,450,합창석 H블록4열 8,19,32,1650
합창석 F블록4열 6,25,149,30880.0,386.09,1585.5217251505721,0.16778523489932887,합창석,F블록,4,6,-1375,-168,450,합창석 H블록4열 7,19,35,1647
합창석 F블록4열 7,40,159,29100.0,514.1416666666667,1535.3228064058994,0.25157232704402516,합창석,F블록,4,7,-1359,-214,450,합창석 H블록4열 6,18,37,1643
합창석 F블록4열 8,34,154,27647.058823529413,516.1382352941176,1547.0026964861681,0.22077922077922077,합창석,F블록,4,8,-1344,-261,450,합창석 H블록4열 5,18,39,1638
합창석 F블록4열 9,30,152,27533.333333333332,261.525,1559.4604437292965,0.19736842105263158,합창석,F블록,4,9,-1329,-307,450,합창석 H블록4열 4,17,40,1632
합창석 G블록1열 1,42,156,33238.09523809524,937.2369047619047,1476.9309156004906,0.2692307692307692,합창석,G블록,1,1,-688,-995,300,합창석 G블록1열 28,51,58,1772
합창석 G블록1열 10,33,148,28151.515151515152,841.3358585858585,1487.8735836995763,0.22297297297297297,합창석,G블록,1,10,-230,-995,300,합창석 G블록1열 19,104,66,1950
합창석 G블록1열 11,37,155,32270.27027027027,743.8337837837837,1523.9348356750995,0.23870967741935484,합창석,G블록,1,11,-178,-995,300,합창석 G블록1열 18,106,67,1970
합창석 G블록1열 12,34,153,31705.882352941175,619.5362745098039,1530.8034349365241,0.2222222222222222,합창석,G블록,1,12,-128,-995,300,합창석 G블록1열 17,108,67,1985
합창석 G블록1열 13,35,155,32885.71428571428,543.0971428571429,1549.437322860017,0.22580645161290322,합창석,G블록,1,13,-76,-995,300,합창석 G블록1열 16,110,67,1996
합창석 G블록1열 14,32,152,41062.5,592.5265625000001,1540.166651839265,0.21052631578947367,합창석,G블록,1,14,-26,-995,300,합창석 G블록1열 15,110,67,2002
합창석 G블록1열 15,36,156,31972.222222222223,839.3245370370371,1557.1611800583926,0.23076923076923078,합창석,G블록,1,15,26,-995,300,합창석 G블록1열 14,110,67,2002
합창석 G블록1열 16,35,154,33057.142857142855,766.0347619047619,1539.7094590615002,0.22727272727272727,합창석,G블록,1,16,76,-995,300,합창석 G블록1열 13,110,67,1996
합창석 G블록1열 17,34,156,40441.17647058824,735.3872549019608,1582.7246311220897,0.21794871794871795,합창석,G블록,1,17,128,-995,300,합창석 G블록1열 12,108,67,1985
합창석 G블록1열 18,34,154,35147.05882352941,735.9161764705883,1546.2781693151483,0.22077922077922077,합창석,G블록,1,18,178,-995,300,합창석 G블록1열 11,106,67,1970
합창석 G블록1열 19,37,155,32837.83783783784,734.3603603603603,1538.4389293755773,0.23870967741935484,합창석,G블록,1,19,230,-995,300,합창석 G블록1열 10,104,66,1950
합창석 G블록1열 2,35,150,33485.71428571428,849.5233333333333,1488.2797952029157,0.23333333333333334,합창석,G블록,1,2,-638,-995,300,합창석 G블록1열 27,58,60,1783
합창석 G블록1열 20,34,152,38294.117647058825,713.1210784313726,1525.9913751012778,0.2236842105263158,합창석,G블록,1,20,280,-995,300,합창석 G블록1열 9,100,66,1927
합창석 G블록1열 21,39,157,36102.5641025641,563.1534188034188,1529.0651903305827,0.2484076433121019,합창석,G블록,1,21,332,-995,300,합창석 G블록1열 8,96,65,1903
합창석 G블록1열 22,31,148,36032.25806451613,568.078494623656,1515.3343838406415,0.20945945945945946,합창석,G블록,1,22,382,-995,300,합창석 G블록1열 7,91,64,1878
합창석 G블록1열 23,43,158,38883.72093023256,707.0914728682171,1493.982005223676,0.2721518987341772,합창석,G블록,1,23,434,-995,300,합창석 G블록1열 6,85,64,1854
합창석 G블록1열 24,35,152,38800.0,455.3566666666667,1507.79622674817,0.23026315789473684,합창석,G블록,1,24,484,-995,300,합창석 G블록1열 5,78,63,1832
합창석 G블록1열 25,37,156,35297.2972972973,632.3378378378378,1537.6425005189508,0.23717948717948717,합창석,G블록,1,25,536,-995,300,합창석 G블록1열 4,71,62,1812
합창석 G블록1열 26,31,151,42419.354838709674,512.5446236559139,1543.3933407298907,0.2052980132450331,합창석,G블록,1,26,586,-995,300,합창석 G블록1열 3,65,61,1796
합창석 G블록1열 27,37,158,36216.21621621621,665.5657657657658,1556.0198050181286,0.23417721518987342,합창석,G블록,1,27,638,-995,300,합창석 G블록1열 2,58,60,1783
합창석 G블록1열 28,26,153,33615.38461538462,583.7705128205127,1622.1447142393226,0.16993464052287582,합창석,G블록,1,28,688,-995,300,합창석 G블록1열 1,51,58,1772
합창석 G블록1열 3,49,160,33938.77551020408,701.3244897959185,1439.3462647365488,0.30625,합창석,G블록,1,3,-586,-995,300,합창석 G블록1열 26,65,61,1796
합창석 G블록1열 4,36,149,35250.0,674.8092592592592,1455.7716335459934,0.24161073825503357,합창석,G블록,1,4,-536,-995,300,합창석 G블록1열 25,71,62,1812
합창석 G블록1열 5,36,155,32777.77777777778,414.79490740740744,1522.8075170397703,0.23225806451612904,합창석,G블록,1,5,-484,-995,300,합창석 G블록1열 24,78,63,1832
합창석 G블록1열 6,37,150,32216.216216216217,730.404954954955,1469.235596520805,0.24666666666666667,합창석,G블록,1,6,-434,-995,300,합창석 G블록1열 23,85,64,1854
합창석 G블록1열 7,37,156,33945.94594594595,674.218018018018,1531.0539935193644,0.23717948717948717,합창석,G블록,1,7,-382,-995,300,합창석 G블록1열 22,91,64,1878
합창석 G블록1열 8,31,152,32096.774193548386,596.2225806451613,1564.1151903331868,0.20394736842105263,합창석,G블록,1,8,-332,-995,300,합창석 G블록1열 21,96,65,1903
합창석 G블록1열 9,43,160,31023.25581395349,619.8918604651162,1503.8043616313705,0.26875,합창석,G블록,1,9,-280,-995,300,합창석 G블록1열 20,100,66,1927
합창석 G블록2열 1,37,160,34405.40540540541,488.1563063063063,1578.780727646616,0.23125,합창석,G블록,2,1,-50,-1095,350,합창석 G블록2열 17,107,64,1834
합창석 G블록2열 10,36,155,34555.555555555555,389.57592592592596,1523.1627761531342,0.23225806451612904,합창석,G블록,2,10,-500,-1095,350,합창석 G블록2열 26,75,60,1713
합창석 G블록2열 11,39,152,34410.256410256414,577.6555555555556,1456.5046569715485,0.2565789473684211,합창석,G블록,2,11,-550,-1095,350,합창석 G블록2열 27,68,59,1704
합창석 G블록2열 12,34,154,36323.529411764706,544.8073529411765,1538.640144739738,0.22077922077922077,합창석,G블록,2,12,-600,-1095,350,합창석 G블록2열 28,62,58,1699
합창석 G블록2열 13,36,159,33666.666666666664,573.8231481481481,1578.8204243954085,0.22641509433962265,합창석,G블록,2,13,-650,-1095,350,합창석 G블록2열 29,56,57,1696
합창석 G블록2열 14,30,151,30800.0,524.0205555555556,1553.4800326062564,0.1986754966887417,합창석,G블록,2,14,-700,-1095,350,합창석 G블록2열 30,50,56,1694
합창석 G블록2열 15,35,158,33600.0,429.10285714285715,1586.0918886787072,0.22151898734177214,합창석,G블록,2,15,-750,-1095,350,합창석 G블록2열 31,45,55,1694
합창석 G블록2열 16,33,154,37878.78787878788,497.32575757575756,1549.2908574986275,0.21428571428571427,합창석,G블록,2,16,0,-1095,350,합창석 G블록2열 16,107,64,1836
합창석 G블록2열 17,35,156,35371.42857142857,613.2714285714286,1562.775530168263,0.22435897435897437,합창석,G블록,2,17,50,-1095,350,합창석 G블록2열 1,107,64,1834
합창석 G블록2열 18,37,154,38486.48648648649,649.1463963963964,1519.8272985951903,0.24025974025974026,합창석,G블록,2,18,100,-1095,350,합창석 G블록2열 2,106,64,1828
합창석 G블록2열 19,41,159,35585.365853658535,869.4378048780487,1538.311108848807,0.2578616352201258,합창석,G블록,2,19,150,-1095,350,합창석 G블록2열 3,104,64,1818
합창석 G블록2열 2,29,153,33000.0,340.21321839080457,1583.808805566073,0.1895424836601307,합창석,G블록,2,2,-100,-1095,350,합창석 G블록2열 18,106,64,1828
합창석 G블록2열 20,34,152,29352.941176470587,708.7509803921569,1530.5936838565249,0.2236842105263158,합창석,G블록,2,20,200,-1095,350,합창석 G블록2열 4,102,63,1805
합창석 G블록2열 21,34,157,28852.941176470587,541.7936274509804,1576.7422808424799,0.21656050955414013,합창석,G블록,2,21,250,-1095,350,합창석 G블록2열 5,99,63,1789
합창석 G블록2열 22,34,155,39382.35294117647,775.0764705882352,1569.7456335363875,0.21935483870967742,합창석,G블록,2,22,300,-1095,350,합창석 G블록2열 6,95,62,1772
합창석 G블록2열 23,33,154,35757.57575757576,466.4161616161616,1559.0993351582156,0.21428571428571427,합창석,G블록,2,23,350,-1095,350,합창석 G블록2열 7,91,62,1754
합창석 G블록2열 24,32,154,36031.25,585.0520833333334,1570.6794352044978,0.2077922077922078,합창석,G블록,2,24,400,-1095,350,합창석 G블록2열 8,86,61,1738
합창석 G블록2열 25,40,160,37800.0,802.5083333333333,1559.8715738265284,0.25,합창석,G블록,2,25,450,-1095,350,합창석 G블록2열 9,81,60,1724
합창석 G블록2열 26,29,147,36482.75862068965,990.2522988505747,1530.7423634274953,0.19727891156462585,합창석,G블록,2,26,500,-1095,350,합창석 G블록2열 10,75,60,1713
합창석 G블록2열 27,42,161,35380.95238095238,602.7392857142856,1537.407848319837,0.2608695652173913,합창석,G블록,2,27,550,-1095,350,합창석 G블록2열 11,68,59,1704
합창석 G블록2열 28,30,152,38866.666666666664,631.8738888888889,1570.3931563940382,0.19736842105263158,합창석,G블록,2,28,600,-1095,350,합창석 G블록2열 12,62,58,1699
합창석 G블록2열 29,33,154,32666.666666666668,543.3126262626263,1551.6115343788665,0.21428571428571427,합창석,G블록,2,29,650,-1095,350,합창석 G블록2열 13,56,57,1696
합창석 G블록2열 3,29,155,31517.241379310344,371.0528735632184,1604.7562251379577,0.1870967741935484,합창석,G블록,2,3,-150,-1095,350,합창석 G블록2열 19,104,64,1818
합창석 G블록2열 30,32,152,33843.75,475.1953125,1538.0804320268078,0.21052631578947367,합창석,G블록,2,30,700,-1095,350,합창석 G블록2열 14,50,56,1694
합창석 G블록2열 31,37,160,35297.2972972973,470.9328828828829,1568.6378380182155,0.23125,합창석,G블록,2,31,750,-1095,350,합창석 G블록2열 15,45,55,1694
합창석 G블록2열 4,28,158,30000.0,357.02738095238095,1657.5906969867299,0.17721518987341772,합창석,G블록,2,4,-200,-1095,350,합창석 G블록2열 20,102,63,1805
합창석 G블록2열 5,29,156,24137.931034482757,365.9706896551724,1622.0604333552103,0.1858974358974359,합창석,G블록,2,5,-250,-1095,350,합창석 G블록2열 21,99,63,1789
합창석 G블록2열 6,28,154,37464.28571428572,217.08511904761903,1604.8309203154693,0.18181818181818182,합창석,G블록,2,6,-300,-1095,350,합창석 G블록2열 22,95,62,1772
합창석 G블록2열 7,36,159,33027.77777777778,511.5175925925926,1574.8940604828667,0.22641509433962265,합창석,G블록,2,7,-350,-1095,350,합창석 G블록2열 23,91,62,1754
합창석 G블록2열 8,32,153,32656.25,510.3536458333333,1552.748280449609,0.20915032679738563,합창석,G블록,2,8,-400,-1095,350,합창석 G블록2열 24,86,61,1738
합창석 G블록2열 9,35,155,27828.571428571428,693.027619047619,1554.2830600818847,0.22580645161290322,합창석,G블록,2,9,-450,-1095,350,합창석 G블록2열 25,81,60,1724
합창석 G블록3열 1,28,158,29392.85714285714,415.8720238095238,1655.9672171028176,0.17721518987341772,합창석,G블록,3,1,-825,-1195,400,합창석 G블록3열 34,39,51,1657
합창석 G블록3열 10,34,161,31941.176470588234,338.13382352941176,1620.5715741721665,0.2111801242236025,합창석,G블록,3,10,-375,-1195,400,합창석 G블록3열 25,84,59,1646
합창석 G블록3열 11,21,149,29666.666666666668,572.1063492063493,1642.7763856874174,0.14093959731543623,합창석,G블록,3,11,-325,-1195,400,합창석 G블록3열 24,88,59,1657
합창석 G블록3열 12,29,156,26482.758620689656,603.4264367816093,1629.302970655685,0.1858974358974359,합창석,G블록,3,12,-275,-1195,400,합창석 G블록3열 23,91,60,1670
합창석 G블록3열 13,31,157,37096.77419354839,552.7408602150538,1619.028526302929,0.19745222929936307,합창석,G블록,3,13,-225,-1195,400,합창석 G블록3열 22,94,60,1682
합창석 G블록3열 14,26,154,32115.384615384617,343.36217948717945,1631.365446434589,0.16883116883116883,합창석,G블록,3,14,-175,-1195,400,합창석 G블록3열 21,96,60,1694
합창석 G블록3열 15,27,155,29962.962962962964,446.0006172839506,1631.6446191095426,0.17419354838709677,합창석,G블록,3,15,-125,-1195,400,합창석 G블록3열 20,98,61,1704
합창석 G블록3열 16,30,160,27466.666666666668,619.1544444444444,1657.6409451257484,0.1875,합창석,G블록,3,16,-75,-1195,400,합창석 G블록3열 19,99,61,1710
합창석 G블록3열 17,28,151,30285.714285714286,671.4011904761904,1575.293052712932,0.18543046357615894,합창석,G블록,3,17,-25,-1195,400,합창석 G블록3열 18,100,61,1714
합창석 G블록3열 18,36,158,30750.0,713.925,1571.1541865240245,0.22784810126582278,합창석,G블록,3,18,25,-1195,400,합창석 G블록3열 17,100,61,1714
합창석 G블록3열 19,30,157,30966.666666666668,773.84,1624.3720020966905,0.1910828025477707,합창석,G블록,3,19,75,-1195,400,합창석 G블록3열 16,99,61,1710
합창석 G블록3열 2,26,153,27500.0,488.9576923076923,1630.0489291853266,0.16993464052287582,합창석,G블록,3,2,-775,-1195,400,합창석 G블록3열 33,43,52,1651
합창석 G블록3열 20,26,150,33192.307692307695,731.7358974358974,1589.480604402339,0.17333333333333334,합창석,G블록,3,20,125,-1195,400,합창석 G블록3열 15,98,61,1704
합창석 G블록3열 21,32,156,34093.75,760.3166666666666,1597.270762830832,0.20512820512820512,합창석,G블록,3,21,175,-1195,400,합창석 G블록3열 14,96,60,1694
합창석 G블록3열 22,34,158,32823.529411764706,824.4098039215687,1598.6515378241902,0.21518987341772153,합창석,G블록,3,22,225,-1195,400,합창석 G블록3열 13,94,60,1682
합창석 G블록3열 23,31,150,43451.6129032258,659.3145161290323,1539.9787106169279,0.20666666666666667,합창석,G블록,3,23,275,-1195,400,합창석 G블록3열 12,91,60,1670
합창석 G블록3열 24,35,158,38714.28571428572,545.0538095238096,1578.079183314233,0.22151898734177214,합창석,G블록,3,24,325,-1195,400,합창석 G블록3열 11,88,59,1657
합창석 G블록3열 25,31,154,36677.41935483871,586.6870967741935,1578.4540779119814,0.2012987012987013,합창석,G블록,3,25,375,-1195,400,합창석 G블록3열 10,84,59,1646
합창석 G블록3열 26,30,155,33900.0,564.3155555555555,1603.497936199252,0.1935483870967742,합창석,G블록,3,26,425,-1195,400,합창석 G블록3열 9,79,58,1638
합창석 G블록3열 27,31,151,33451.6129032258,752.7268817204301,1546.9789708713765,0.2052980132450331,합창석,G블록,3,27,475,-1195,400,합창석 G블록3열 8,74,57,1633
합창석 G블록3열 28,38,161,35684.21052631579,615.694298245614,1582.3646384432939,0.2360248447204969,합창석,G블록,3,28,525,-1195,400,합창석 G블록3열 7,69,57,1631
합창석 G블록3열 29,25,149,33640.0,781.3566666666666,1598.7987088492164,0.16778523489932887,합창석,G블록,3,29,575,-1195,400,합창석 G블록3열 6,63,56,1633
합창석 G블록3열 3,31,154,31741.935483870966,554.3408602150537,1583.2551825141438,0.2012987012987013,합창석,G블록,3,3,-725,-1195,400,합창석 G블록3열 32,48,53,1646
합창석 G블록3열 30,36,159,35361.11111111111,581.338425925926,1579.54967172187,0.22641509433962265,합창석,G블록,3,30,625,-1195,400,합창석 G블록3열 5,58,55,1636
합창석 G블록3열 31,29,155,38379.31034482759,505.5747126436782,1616.2694451184311,0.1870967741935484,합창석,G블록,3,31,675,-1195,400,합창석 G블록3열 4,53,54,1640
합창석 G블록3열 32,25,153,34840.0,522.8373333333334,1640.0613252517767,0.16339869281045752,합창석,G블록,3,32,725,-1195,400,합창석 G블록3열 3,48,53,1646
합창석 G블록3열 33,29,154,35413.793103448275,256.93850574712644,1598.7980659404236,0.18831168831168832,합창석,G블록,3,33,775,-1195,400,합창석 G블록3열 2,43,52,1651
합창석 G블록3열 34,35,161,31000.0,476.19904761904763,1613.3556594480876,0.21739130434782608,합창석,G블록,3,34,825,-1195,400,합창석 G블록3열 1,39,51,1657
합창석 G블록3열 4,33,158,27060.60606060606,584.3601010101011,1606.6192149461888,0.2088607594936709,합창석,G블록,3,4,-675,-1195,400,합창석 G블록3열 31,53,54,1640
합창석 G블록3열 5,21,151,27904.761904761905,437.5063492063492,1662.2768817972608,0.1390728476821192,합창석,G블록,3,5,-625,-1195,400,합창석 G블록3열 30,58,55,1636
합창석 G블록3열 6,34,159,31764.70588235294,497.41911764705884,1605.0454533384527,0.2138364779874214,합창석,G블록,3,6,-575,-1195,400,합창석 G블록3열 29,63,56,1633
합창석 G블록3열 7,26,155,30730.76923076923,384.3185897435897,1648.7376290772077,0.16774193548387098,합창석,G블록,3,7,-525,-1195,400,합창석 G블록3열 28,69,57,1631
합창석 G블록3열 8,22,152,31727.272727272728,291.5477272727273,1657.8691590378126,0.14473684210526316,합창석,G블록,3,8,-475,-1195,400,합창석 G블록3열 27,74,57,1633
합창석 G블록3열 9,29,153,28827.58620689655,473.37068965517244,1591.5653100489085,0.1895424836601307,합창석,G블록,3,9,-425,-1195,400,합창석 G블록3열 26,79,58,1638
합창석 G블록4열 1,36,158,29527.777777777777,651.6476851851852,1570.0191408468454,0.22784810126582278,합창석,G블록,4,1,-900,-1295,450,합창석 G블록4열 37,35,48,1644
합창석 G블록4열 10,31,157,25548.387096774193,444.9747311827957,1614.0258590011833,0.19745222929936307,합창석,G블록,4,10,-450,-1295,450,합창석 G블록4열 28,72,55,1571
합창석 G블록4열 11,31,152,28870.967741935485,538.1822580645162,1552.7047157910836,0.20394736842105263,합창석,G블록,4,11,-400,-1295,450,합창석 G블록4열 27,76,56,1570
합창석 G블록4열 12,25,157,29400.0,522.6806666666666,1682.5618517604976,0.1592356687898089,합창석,G블록,4,12,-350,-1295,450,합창석 G블록4열 26,79,56,1573
합창석 G블록4열 13,23,156,23608.695652173912,436.58115942028985,1687.5963311779724,0.14743589743589744,합창석,G블록,4,13,-300,-1295,450,합창석 G블록4열 25,83,57,1581
