,Ãþ,ºí·Ï,¿­,³Ñ¹ö,ÀüÃ¼_ÁÂ¼®,X,Y,Z
801,1Ãþ,Dºí·Ï,15,8,1Ãþ Dºí·Ï15¿­ 8,-950,2036,172
802,1Ãþ,Dºí·Ï,15,9,1Ãþ Dºí·Ï15¿­ 9,-1002,2029,172
803,1Ãþ,Dºí·Ï,15,10,1Ãþ Dºí·Ï15¿­ 10,-1054,2020,172
804,1Ãþ,Dºí·Ï,15,11,1Ãþ Dºí·Ï15¿­ 11,-1106,2012,172
805,1Ãþ,Dºí·Ï,15,12,1Ãþ Dºí·Ï15¿­ 12,-1158,2004,172
806,1Ãþ,Dºí·Ï,15,13,1Ãþ Dºí·Ï15¿­ 13,-1210,1995,172
807,1Ãþ,Eºí·Ï,15,1,1Ãþ Eºí·Ï15¿­ 1,-1338,1964,172
808,1Ãþ,Eºí·Ï,15,2,1Ãþ Eºí·Ï15¿­ 2,-1387,1954,172
809,1Ãþ,Eºí·Ï,15,3,1Ãþ Eºí·Ï15¿­ 3,-1439,1943,172
810,1Ãþ,Eºí·Ï,15,4,1Ãþ Eºí·Ï15¿­ 4,-1488,1932,172
811,1Ãþ,Eºí·Ï,15,5,1Ãþ Eºí·Ï15¿­ 5,-1537,1920,172
812,1Ãþ,Eºí·Ï,15,6,1Ãþ Eºí·Ï15¿­ 6,-1585,1908,172
813,1Ãþ,Eºí·Ï,15,7,1Ãþ Eºí·Ï15¿­ 7,-1634,1896,172
814,1Ãþ,Eºí·Ï,15,8,1Ãþ Eºí·Ï15¿­ 8,-1685,1883,172
815,1Ãþ,Eºí·Ï,15,9,1Ãþ Eºí·Ï15¿­ 9,-1733,1869,172
816,1Ãþ,Eºí·Ï,15,10,1Ãþ Eºí·Ï15¿­ 10,-1782,1856,172
817,1Ãþ,Eºí·Ï,15,11,1Ãþ Eºí·Ï15¿­ 11,-1830,1843,172
818,1Ãþ,Eºí·Ï,15,12,1Ãþ Eºí·Ï15¿­ 12,-1878,1829,172
819,1Ãþ,Aºí·Ï,16,1,1Ãþ Aºí·Ï16¿­ 1,1825,1943,194
820,1Ãþ,Aºí·Ï,16,2,1Ãþ Aºí·Ï16¿­ 2,1778,1956,194
821,1Ãþ,Aºí·Ï,16,3,1Ãþ Aºí·Ï16¿­ 3,1732,1969,194
822,1Ãþ,Aºí·Ï,16,4,1Ãþ Aºí·Ï16¿­ 4,1685,1982,194
823,1Ãþ,Aºí·Ï,16,5,1Ãþ Aºí·Ï16¿­ 5,1638,1993,194
824,1Ãþ,Aºí·Ï,16,6,1Ãþ Aºí·Ï16¿­ 6,1590,2005,194
825,1Ãþ,Aºí·Ï,16,7,1Ãþ Aºí·Ï16¿­ 7,1543,2016,194
826,1Ãþ,Aºí·Ï,16,8,1Ãþ Aºí·Ï16¿­ 8,1496,2028,194
827,1Ãþ,Aºí·Ï,16,9,1Ãþ Aºí·Ï16¿­ 9,1449,2039,194
828,1Ãþ,Aºí·Ï,16,10,1Ãþ Aºí·Ï16¿­ 10,1401,2048,194
829,1Ãþ,Aºí·Ï,16,11,1Ãþ Aºí·Ï16¿­ 11,1354,2058,194
830,1Ãþ,Bºí·Ï,16,1,1Ãþ Bºí·Ï16¿­ 1,1194,2089,194
831,1Ãþ,Bºí·Ï,16,2,1Ãþ Bºí·Ï16¿­ 2,1143,2098,194
832,1Ãþ,Bºí·Ï,16,3,1Ãþ Bºí·Ï16¿­ 3,1092,2106,194
833,1Ãþ,Bºí·Ï,16,4,1Ãþ Bºí·Ï16¿­ 4,1040,2115,194
834,1Ãþ,Bºí·Ï,16,5,1Ãþ Bºí·Ï16¿­ 5,989,2123,194
835,1Ãþ,Bºí·Ï,16,6,1Ãþ Bºí·Ï16¿­ 6,938,2130,194
836,1Ãþ,Bºí·Ï,16,7,1Ãþ Bºí·Ï16¿­ 7,886,2137,194
837,1Ãþ,Bºí·Ï,16,8,1Ãþ Bºí·Ï16¿­ 8,835,2145,194
838,1Ãþ,Bºí·Ï,16,9,1Ãþ Bºí·Ï16¿­ 9,783,2152,194
839,1Ãþ,Bºí·Ï,16,10,1Ãþ Bºí·Ï16¿­ 10,732,2158,194
840,1Ãþ,Bºí·Ï,16,11,1Ãþ Bºí·Ï16¿­ 11,680,2163,194
841,1Ãþ,Bºí·Ï,16,12,1Ãþ Bºí·Ï16¿­ 12,628,2167,194
842,1Ãþ,Bºí·Ï,16,13,1Ãþ Bºí·Ï16¿­ 13,576,2172,194
843,1Ãþ,Cºí·Ï,16,1,1Ãþ Cºí·Ï16¿­ 1,420,2184,194
844,1Ãþ,Cºí·Ï,16,2,1Ãþ Cºí·Ï16¿­ 2,360,2187,194
845,1Ãþ,Cºí·Ï,16,3,1Ãþ Cºí·Ï16¿­ 3,300,2190,194
846,1Ãþ,Cºí·Ï,16,4,1Ãþ Cºí·Ï16¿­ 4,240,2194,194
847,1Ãþ,Cºí·Ï,16,5,1Ãþ Cºí·Ï16¿­ 5,180,2195,194
848,1Ãþ,Cºí·Ï,16,6,1Ãþ Cºí·Ï16¿­ 6,120,2196,194
849,1Ãþ,Cºí·Ï,16,7,1Ãþ Cºí·Ï16¿­ 7,60,2197,194
850,1Ãþ,Cºí·Ï,16,8,1Ãþ Cºí·Ï16¿­ 8,0,2198,194
851,1Ãþ,Cºí·Ï,16,9,1Ãþ Cºí·Ï16¿­ 9,-60,2197,194
852,1Ãþ,Cºí·Ï,16,10,1Ãþ Cºí·Ï16¿­ 10,-120,2196,194
853,1Ãþ,Cºí·Ï,16,11,1Ãþ Cºí·Ï16¿­ 11,-180,2195,194
854,1Ãþ,Cºí·Ï,16,12,1Ãþ Cºí·Ï16¿­ 12,-240,2194,194
855,1Ãþ,Cºí·Ï,16,13,1Ãþ Cºí·Ï16¿­ 13,-300,2190,194
856,1Ãþ,Cºí·Ï,16,14,1Ãþ Cºí·Ï16¿­ 14,-360,2187,194
857,1Ãþ,Cºí·Ï,16,15,1Ãþ Cºí·Ï16¿­ 15,-420,2184,194
858,1Ãþ,Dºí·Ï,16,1,1Ãþ Dºí·Ï16¿­ 1,-576,2172,194
859,1Ãþ,Dºí·Ï,16,2,1Ãþ Dºí·Ï16¿­ 2,-628,2167,194
860,1Ãþ,Dºí·Ï,16,3,1Ãþ Dºí·Ï16¿­ 3,-680,2163,194
861,1Ãþ,Dºí·Ï,16,4,1Ãþ Dºí·Ï16¿­ 4,-732,2158,194
862,1Ãþ,Dºí·Ï,16,5,1Ãþ Dºí·Ï16¿­ 5,-783,2152,194
863,1Ãþ,Dºí·Ï,16,6,1Ãþ Dºí·Ï16¿­ 6,-835,2145,194
864,1Ãþ,Dºí·Ï,16,7,1Ãþ Dºí·Ï16¿­ 7,-886,2137,194
865,1Ãþ,Dºí·Ï,16,8,1Ãþ Dºí·Ï16¿­ 8,-938,2130,194
866,1Ãþ,Dºí·Ï,16,9,1Ãþ Dºí·Ï16¿­ 9,-989,2123,194
867,1Ãþ,Dºí·Ï,16,10,1Ãþ Dºí·Ï16¿­ 10,-1040,2115,194
868,1Ãþ,Dºí·Ï,16,11,1Ãþ Dºí·Ï16¿­ 11,-1092,2106,194
869,1Ãþ,Dºí·Ï,16,12,1Ãþ Dºí·Ï16¿­ 12,-1143,2098,194
870,1Ãþ,Dºí·Ï,16,13,1Ãþ Dºí·Ï16¿­ 13,-1194,2089,194
871,1Ãþ,Eºí·Ï,16,1,1Ãþ Eºí·Ï16¿­ 1,-1354,2058,194
872,1Ãþ,Eºí·Ï,16,2,1Ãþ Eºí·Ï16¿­ 2,-1401,2048,194
873,1Ãþ,Eºí·Ï,16,3,1Ãþ Eºí·Ï16¿­ 3,-1449,2039,194
874,1Ãþ,Eºí·Ï,16,4,1Ãþ Eºí·Ï16¿­ 4,-1496,2028,194
875,1Ãþ,Eºí·Ï,16,5,1Ãþ Eºí·Ï16¿­ 5,-1543,2016,194
876,1Ãþ,Eºí·Ï,16,6,1Ãþ Eºí·Ï16¿­ 6,-1590,2005,194
877,1Ãþ,Eºí·Ï,16,7,1Ãþ Eºí·Ï16¿­ 7,-1638,1993,194
878,1Ãþ,Eºí·Ï,16,8,1Ãþ Eºí·Ï16¿­ 8,-1685,1982,194
879,1Ãþ,Eºí·Ï,16,9,1Ãþ Eºí·Ï16¿­ 9,-1732,1969,194
880,1Ãþ,Eºí·Ï,16,10,1Ãþ Eºí·Ï16¿­ 10,-1778,1956,194
881,1Ãþ,Eºí·Ï,16,11,1Ãþ Eºí·Ï16¿­ 11,-1825,1943,194
882,1Ãþ,Aºí·Ï,17,1,1Ãþ Aºí·Ï17¿­ 1,1834,2039,216
883,1Ãþ,Aºí·Ï,17,2,1Ãþ Aºí·Ï17¿­ 2,1789,2052,216
884,1Ãþ,Aºí·Ï,17,3,1Ãþ Aºí·Ï17¿­ 3,1743,2066,216
885,1Ãþ,Aºí·Ï,17,4,1Ãþ Aºí·Ï17¿­ 4,1697,2077,216
886,1Ãþ,Aºí·Ï,17,5,1Ãþ Aºí·Ï17¿­ 5,1651,2088,216
887,1Ãþ,Aºí·Ï,17,6,1Ãþ Aºí·Ï17¿­ 6,1604,2099,216
888,1Ãþ,Aºí·Ï,17,7,1Ãþ Aºí·Ï17¿­ 7,1558,2110,216
889,1Ãþ,Aºí·Ï,17,8,1Ãþ Aºí·Ï17¿­ 8,1512,2122,216
890,1Ãþ,Aºí·Ï,17,9,1Ãþ Aºí·Ï17¿­ 9,1466,2132,216
891,1Ãþ,Aºí·Ï,17,10,1Ãþ Aºí·Ï17¿­ 10,1419,2142,216
892,1Ãþ,Aºí·Ï,17,11,1Ãþ Aºí·Ï17¿­ 11,1373,2151,216
893,1Ãþ,Bºí·Ï,17,1,1Ãþ Bºí·Ï17¿­ 1,1210,2183,216
894,1Ãþ,Bºí·Ï,17,2,1Ãþ Bºí·Ï17¿­ 2,1158,2191,216
895,1Ãþ,Bºí·Ï,17,3,1Ãþ Bºí·Ï17¿­ 3,1106,2200,216
896,1Ãþ,Bºí·Ï,17,4,1Ãþ Bºí·Ï17¿­ 4,1054,2209,216
897,1Ãþ,Bºí·Ï,17,5,1Ãþ Bºí·Ï17¿­ 5,1002,2217,216
898,1Ãþ,Bºí·Ï,17,6,1Ãþ Bºí·Ï17¿­ 6,950,2224,216
899,1Ãþ,Bºí·Ï,17,7,1Ãþ Bºí·Ï17¿­ 7,898,2232,216
900,1Ãþ,Bºí·Ï,17,8,1Ãþ Bºí·Ï17¿­ 8,846,2239,216
901,1Ãþ,Bºí·Ï,17,9,1Ãþ Bºí·Ï17¿­ 9,794,2246,216
902,1Ãþ,Bºí·Ï,17,10,1Ãþ Bºí·Ï17¿­ 10,742,2253,216
903,1Ãþ,Bºí·Ï,17,11,1Ãþ Bºí·Ï17¿­ 11,689,2257,216
904,1Ãþ,Bºí·Ï,17,12,1Ãþ Bºí·Ï17¿­ 12,637,2262,216
905,1Ãþ,Bºí·Ï,17,13,1Ãþ Bºí·Ï17¿­ 13,585,2267,216
906,1Ãþ,Cºí·Ï,17,1,1Ãþ Cºí·Ï17¿­ 1,420,2279,216
907,1Ãþ,Cºí·Ï,17,2,1Ãþ Cºí·Ï17¿­ 2,360,2282,216
908,1Ãþ,Cºí·Ï,17,3,1Ãþ Cºí·Ï17¿­ 3,300,2286,216
909,1Ãþ,Cºí·Ï,17,4,1Ãþ Cºí·Ï17¿­ 4,240,2289,216
910,1Ãþ,Cºí·Ï,17,5,1Ãþ Cºí·Ï17¿­ 5,180,2290,216
911,1Ãþ,Cºí·Ï,17,6,1Ãþ Cºí·Ï17¿­ 6,120,2291,216
912,1Ãþ,Cºí·Ï,17,7,1Ãþ Cºí·Ï17¿­ 7,60,2292,216
913,1Ãþ,Cºí·Ï,17,8,1Ãþ Cºí·Ï17¿­ 8,0,2293,216
914,1Ãþ,Cºí·Ï,17,9,1Ãþ Cºí·Ï17¿­ 9,-60,2292,216
915,1Ãþ,Cºí·Ï,17,10,1Ãþ Cºí·Ï17¿­ 10,-120,2291,216
916,1Ãþ,Cºí·Ï,17,11,1Ãþ Cºí·Ï17¿­ 11,-180,2290,216
917,1Ãþ,Cºí·Ï,17,12,1Ãþ Cºí·Ï17¿­ 12,-240,2289,216
918,1Ãþ,Cºí·Ï,17,13,1Ãþ Cºí·Ï17¿­ 13,-300,2286,216
919,1Ãþ,Cºí·Ï,17,14,1Ãþ Cºí·Ï17¿­ 14,-360,2282,216
920,1Ãþ,Cºí·Ï,17,15,1Ãþ Cºí·Ï17¿­ 15,-420,2279,216
921,1Ãþ,Dºí·Ï,17,1,1Ãþ Dºí·Ï17¿­ 1,-585,2267,216
922,1Ãþ,Dºí·Ï,17,2,1Ãþ Dºí·Ï17¿­ 2,-637,2262,216
923,1Ãþ,Dºí·Ï,17,3,1Ãþ Dºí·Ï17¿­ 3,-689,2257,216
924,1Ãþ,Dºí·Ï,17,4,1Ãþ Dºí·Ï17¿­ 4,-742,2253,216
925,1Ãþ,Dºí·Ï,17,5,1Ãþ Dºí·Ï17¿­ 5,-794,2246,216
926,1Ãþ,Dºí·Ï,17,6,1Ãþ Dºí·Ï17¿­ 6,-846,2239,216
927,1Ãþ,Dºí·Ï,17,7,1Ãþ Dºí·Ï17¿­ 7,-898,2232,216
928,1Ãþ,Dºí·Ï,17,8,1Ãþ Dºí·Ï17¿­ 8,-950,2224,216
929,1Ãþ,Dºí·Ï,17,9,1Ãþ Dºí·Ï17¿­ 9,-1002,2217,216
930,1Ãþ,Dºí·Ï,17,10,1Ãþ Dºí·Ï17¿­ 10,-1054,2209,216
931,1Ãþ,Dºí·Ï,17,11,1Ãþ Dºí·Ï17¿­ 11,-1106,2200,216
932,1Ãþ,Dºí·Ï,17,12,1Ãþ Dºí·Ï17¿­ 12,-1158,2191,216
933,1Ãþ,Dºí·Ï,17,13,1Ãþ Dºí·Ï17¿­ 13,-1210,2183,216
934,1Ãþ,Eºí·Ï,17,1,1Ãþ Eºí·Ï17¿­ 1,-1373,2151,216
935,1Ãþ,Eºí·Ï,17,2,1Ãþ Eºí·Ï17¿­ 2,-1419,2142,216
936,1Ãþ,Eºí·Ï,17,3,1Ãþ Eºí·Ï17¿­ 3,-1466,2132,216
937,1Ãþ,Eºí·Ï,17,4,1Ãþ Eºí·Ï17¿­ 4,-1512,2122,216
938,1Ãþ,Eºí·Ï,17,5,1Ãþ Eºí·Ï17¿­ 5,-1558,2110,216
939,1Ãþ,Eºí·Ï,17,6,1Ãþ Eºí·Ï17¿­ 6,-1604,2099,216
940,1Ãþ,Eºí·Ï,17,7,1Ãþ Eºí·Ï17¿­ 7,-1651,2088,216
941,1Ãþ,Eºí·Ï,17,8,1Ãþ Eºí·Ï17¿­ 8,-1697,2077,216
942,1Ãþ,Eºí·Ï,17,9,1Ãþ Eºí·Ï17¿­ 9,-1743,2066,216
943,1Ãþ,Eºí·Ï,17,10,1Ãþ Eºí·Ï17¿­ 10,-1789,2052,216
944,1Ãþ,Eºí·Ï,17,11,1Ãþ Eºí·Ï17¿­ 11,-1834,2039,216
945,1Ãþ,Aºí·Ï,18,1,1Ãþ Aºí·Ï18¿­ 1,1807,2146,238
946,1Ãþ,Aºí·Ï,18,2,1Ãþ Aºí·Ï18¿­ 2,1762,2159,238
947,1Ãþ,Aºí·Ï,18,3,1Ãþ Aºí·Ï18¿­ 3,1716,2170,238
948,1Ãþ,Aºí·Ï,18,4,1Ãþ Aºí·Ï18¿­ 4,1669,2181,238
949,1Ãþ,Aºí·Ï,18,5,1Ãþ Aºí·Ï18¿­ 5,1623,2192,238
950,1Ãþ,Aºí·Ï,18,6,1Ãþ Aºí·Ï18¿­ 6,1577,2204,238
951,1Ãþ,Aºí·Ï,18,7,1Ãþ Aºí·Ï18¿­ 7,1531,2216,238
952,1Ãþ,Aºí·Ï,18,8,1Ãþ Aºí·Ï18¿­ 8,1485,2225,238
953,1Ãþ,Aºí·Ï,18,9,1Ãþ Aºí·Ï18¿­ 9,1438,2235,238
954,1Ãþ,Aºí·Ï,18,10,1Ãþ Aºí·Ï18¿­ 10,1392,2244,238
955,1Ãþ,Bºí·Ï,18,1,1Ãþ Bºí·Ï18¿­ 1,1225,2277,238
956,1Ãþ,Bºí·Ï,18,2,1Ãþ Bºí·Ï18¿­ 2,1173,2285,238
957,1Ãþ,Bºí·Ï,18,3,1Ãþ Bºí·Ï18¿­ 3,1120,2294,238
958,1Ãþ,Bºí·Ï,18,4,1Ãþ Bºí·Ï18¿­ 4,1068,2303,238
959,1Ãþ,Bºí·Ï,18,5,1Ãþ Bºí·Ï18¿­ 5,1015,2311,238
960,1Ãþ,Bºí·Ï,18,6,1Ãþ Bºí·Ï18¿­ 6,963,2319,238
961,1Ãþ,Bºí·Ï,18,7,1Ãþ Bºí·Ï18¿­ 7,910,2326,238
962,1Ãþ,Bºí·Ï,18,8,1Ãþ Bºí·Ï18¿­ 8,857,2333,238
963,1Ãþ,Bºí·Ï,18,9,1Ãþ Bºí·Ï18¿­ 9,805,2340,238
964,1Ãþ,Bºí·Ï,18,10,1Ãþ Bºí·Ï18¿­ 10,752,2347,238
965,1Ãþ,Bºí·Ï,18,11,1Ãþ Bºí·Ï18¿­ 11,699,2352,238
966,1Ãþ,Bºí·Ï,18,12,1Ãþ Bºí·Ï18¿­ 12,646,2357,238
967,1Ãþ,Bºí·Ï,18,13,1Ãþ Bºí·Ï18¿­ 13,593,2361,238
968,1Ãþ,Cºí·Ï,18,1,1Ãþ Cºí·Ï18¿­ 1,420,2374,238
969,1Ãþ,Cºí·Ï,18,2,1Ãþ Cºí·Ï18¿­ 2,360,2377,238
970,1Ãþ,Cºí·Ï,18,3,1Ãþ Cºí·Ï18¿­ 3,300,2381,238
971,1Ãþ,Cºí·Ï,18,4,1Ãþ Cºí·Ï18¿­ 4,240,2384,238
972,1Ãþ,Cºí·Ï,18,5,1Ãþ Cºí·Ï18¿­ 5,180,2385,238
973,1Ãþ,Cºí·Ï,18,6,1Ãþ Cºí·Ï18¿­ 6,120,2386,238
974,1Ãþ,Cºí·Ï,18,7,1Ãþ Cºí·Ï18¿­ 7,60,2387,238
975,1Ãþ,Cºí·Ï,18,8,1Ãþ Cºí·Ï18¿­ 8,0,2388,238
976,1Ãþ,Cºí·Ï,18,9,1Ãþ Cºí·Ï18¿­ 9,-60,2387,238
977,1Ãþ,Cºí·Ï,18,10,1Ãþ Cºí·Ï18¿­ 10,-120,2386,238
978,1Ãþ,Cºí·Ï,18,11,1Ãþ Cºí·Ï18¿­ 11,-180,2385,238
979,1Ãþ,Cºí·Ï,18,12,1Ãþ Cºí·Ï18¿­ 12,-240,2384,238
980,1Ãþ,Cºí·Ï,18,13,1Ãþ Cºí·Ï18¿­ 13,-300,2381,238
981,1Ãþ,Cºí·Ï,18,14,1Ãþ Cºí·Ï18¿­ 14,-360,2377,238
982,1Ãþ,Cºí·Ï,18,15,1Ãþ Cºí·Ï18¿­ 15,-420,2374,238
983,1Ãþ,Dºí·Ï,18,1,1Ãþ Dºí·Ï18¿­ 1,-593,2361,238
984,1Ãþ,Dºí·Ï,18,2,1Ãþ Dºí·Ï18¿­ 2,-646,2357,238
985,1Ãþ,Dºí·Ï,18,3,1Ãþ Dºí·Ï18¿­ 3,-699,2352,238
986,1Ãþ,Dºí·Ï,18,4,1Ãþ Dºí·Ï18¿­ 4,-752,2347,238
987,1Ãþ,Dºí·Ï,18,5,1Ãþ Dºí·Ï18¿­ 5,-805,2340,238
988,1Ãþ,Dºí·Ï,18,6,1Ãþ Dºí·Ï18¿­ 6,-857,2333,238
989,1Ãþ,Dºí·Ï,18,7,1Ãþ Dºí·Ï18¿­ 7,-910,2326,238
990,1Ãþ,Dºí·Ï,18,8,1Ãþ Dºí·Ï18¿­ 8,-963,2319,238
991,1Ãþ,Dºí·Ï,18,9,1Ãþ Dºí·Ï18¿­ 9,-1015,2311,238
992,1Ãþ,Dºí·Ï,18,10,1Ãþ Dºí·Ï18¿­ 10,-1068,2303,238
993,1Ãþ,Dºí·Ï,18,11,1Ãþ Dºí·Ï18¿­ 11,-1120,2294,238
994,1Ãþ,Dºí·Ï,18,12,1Ãþ Dºí·Ï18¿­ 12,-1173,2285,238
995,1Ãþ,Dºí·Ï,18,13,1Ãþ Dºí·Ï18¿­ 13,-1225,2277,238
996,1Ãþ,Eºí·Ï,18,1,1Ãþ Eºí·Ï18¿­ 1,-1392,2244,238
997,1Ãþ,Eºí·Ï,18,2,1Ãþ Eºí·Ï18¿­ 2,-1438,2235,238
998,1Ãþ,Eºí·Ï,18,3,1Ãþ Eºí·Ï18¿­ 3,-1485,2225,238
999,1Ãþ,Eºí·Ï,18,4,1Ãþ Eºí·Ï18¿­ 4,-1531,2216,238
1000,1Ãþ,Eºí·Ï,18,5,1Ãþ Eºí·Ï18¿­ 5,-1577,2204,238
1001,1Ãþ,Eºí·Ï,18,6,1Ãþ Eºí·Ï18¿­ 6,-1623,2192,238
1002,1Ãþ,Eºí·Ï,18,7,1Ãþ Eºí·Ï18¿­ 7,-1669,2181,238
1003,1Ãþ,Eºí·Ï,18,8,1Ãþ Eºí·Ï18¿­ 8,-1716,2170,238
1004,1Ãþ,Eºí·Ï,18,9,1Ãþ Eºí·Ï18¿­ 9,-1762,2159,238
1005,1Ãþ,Eºí·Ï,18,10,1Ãþ Eºí·Ï18¿­ 10,-1807,2146,238
1006,1Ãþ,Aºí·Ï,19,1,1Ãþ Aºí·Ï19¿­ 1,1779,2252,261
1007,1Ãþ,Aºí·Ï,19,2,1Ãþ Aºí·Ï19¿­ 2,1733,2263,261
1008,1Ãþ,Aºí·Ï,19,3,1Ãþ Aºí·Ï19¿­ 3,1687,2275,261
1009,1Ãþ,Aºí·Ï,19,4,1Ãþ Aºí·Ï19¿­ 4,1641,2286,261
1010,1Ãþ,Aºí·Ï,19,5,1Ãþ Aºí·Ï19¿­ 5,1595,2297,261
1011,1Ãþ,Aºí·Ï,19,6,1Ãþ Aºí·Ï19¿­ 6,1549,2309,261
1012,1Ãþ,Aºí·Ï,19,7,1Ãþ Aºí·Ï19¿­ 7,1502,2319,261
1013,1Ãþ,Aºí·Ï,19,8,1Ãþ Aºí·Ï19¿­ 8,1456,2328,261
1014,1Ãþ,Aºí·Ï,19,9,1Ãþ Aºí·Ï19¿­ 9,1409,2338,261
1015,1Ãþ,Bºí·Ï,19,1,1Ãþ Bºí·Ï19¿­ 1,1250,2369,261
1016,1Ãþ,Bºí·Ï,19,2,1Ãþ Bºí·Ï19¿­ 2,1199,2377,261
1017,1Ãþ,Bºí·Ï,19,3,1Ãþ Bºí·Ï19¿­ 3,1149,2386,261
1018,1Ãþ,Bºí·Ï,19,4,1Ãþ Bºí·Ï19¿­ 4,1099,2394,261
1019,1Ãþ,Bºí·Ï,19,5,1Ãþ Bºí·Ï19¿­ 5,1048,2403,261
1020,1Ãþ,Bºí·Ï,19,6,1Ãþ Bºí·Ï19¿­ 6,998,2410,261
1021,1Ãþ,Bºí·Ï,19,7,1Ãþ Bºí·Ï19¿­ 7,947,2417,261
1022,1Ãþ,Bºí·Ï,19,8,1Ãþ Bºí·Ï19¿­ 8,897,2424,261
1023,1Ãþ,Bºí·Ï,19,9,1Ãþ Bºí·Ï19¿­ 9,846,2431,261
1024,1Ãþ,Bºí·Ï,19,10,1Ãþ Bºí·Ï19¿­ 10,796,2439,261
1025,1Ãþ,Bºí·Ï,19,11,1Ãþ Bºí·Ï19¿­ 11,745,2443,261
1026,1Ãþ,Bºí·Ï,19,12,1Ãþ Bºí·Ï19¿­ 12,694,2448,261
1027,1Ãþ,Bºí·Ï,19,13,1Ãþ Bºí·Ï19¿­ 13,644,2452,261
1028,1Ãþ,Bºí·Ï,19,14,1Ãþ Bºí·Ï19¿­ 14,593,2457,261
1029,1Ãþ,Cºí·Ï,19,1,1Ãþ Cºí·Ï19¿­ 1,420,2469,261
1030,1Ãþ,Cºí·Ï,19,2,1Ãþ Cºí·Ï19¿­ 2,360,2472,261
1031,1Ãþ,Cºí·Ï,19,3,1Ãþ Cºí·Ï19¿­ 3,300,2476,261
1032,1Ãþ,Cºí·Ï,19,4,1Ãþ Cºí·Ï19¿­ 4,240,2479,261
1033,1Ãþ,Cºí·Ï,19,5,1Ãþ Cºí·Ï19¿­ 5,180,2480,261
1034,1Ãþ,Cºí·Ï,19,6,1Ãþ Cºí·Ï19¿­ 6,120,2481,261
1035,1Ãþ,Cºí·Ï,19,7,1Ãþ Cºí·Ï19¿­ 7,60,2482,261
1036,1Ãþ,Cºí·Ï,19,8,1Ãþ Cºí·Ï19¿­ 8,0,2483,261
1037,1Ãþ,Cºí·Ï,19,9,1Ãþ Cºí·Ï19¿­ 9,-60,2482,261
1038,1Ãþ,Cºí·Ï,19,10,1Ãþ Cºí·Ï19¿­ 10,-120,2481,261
1039,1Ãþ,Cºí·Ï,19,11,1Ãþ Cºí·Ï19¿­ 11,-180,2480,261
1040,1Ãþ,Cºí·Ï,19,12,1Ãþ Cºí·Ï19¿­ 12,-240,2479,261
1041,1Ãþ,Cºí·Ï,19,13,1Ãþ Cºí·Ï19¿­ 13,-300,2476,261
1042,1Ãþ,Cºí·Ï,19,14,1Ãþ Cºí·Ï19¿­ 14,-360,2472,261
1043,1Ãþ,Cºí·Ï,19,15,1Ãþ Cºí·Ï19¿­ 15,-420,2469,261
1044,1Ãþ,Dºí·Ï,19,1,1Ãþ Dºí·Ï19¿­ 1,-593,2457,261
1045,1Ãþ,Dºí·Ï,19,2,1Ãþ Dºí·Ï19¿­ 2,-644,2452,261
1046,1Ãþ,Dºí·Ï,19,3,1Ãþ Dºí·Ï19¿­ 3,-694,2448,261
1047,1Ãþ,Dºí·Ï,19,4,1Ãþ Dºí·Ï19¿­ 4,-745,2443,261
1048,1Ãþ,Dºí·Ï,19,5,1Ãþ Dºí·Ï19¿­ 5,-796,2439,261
1049,1Ãþ,Dºí·Ï,19,6,1Ãþ Dºí·Ï19¿­ 6,-846,2431,261
1050,1Ãþ,Dºí·Ï,19,7,1Ãþ Dºí·Ï19¿­ 7,-897,2424,261
1051,1Ãþ,Dºí·Ï,19,8,1Ãþ Dºí·Ï19¿­ 8,-947,2417,261
1052,1Ãþ,Dºí·Ï,19,9,1Ãþ Dºí·Ï19¿­ 9,-998,2410,261
1053,1Ãþ,Dºí·Ï,19,10,1Ãþ Dºí·Ï19¿­ 10,-1048,2403,261
1054,1Ãþ,Dºí·Ï,19,11,1Ãþ Dºí·Ï19¿­ 11,-1099,2394,261
1055,1Ãþ,Dºí·Ï,19,12,1Ãþ Dºí·Ï19¿­ 12,-1149,2386,261
1056,1Ãþ,Dºí·Ï,19,13,1Ãþ Dºí·Ï19¿­ 13,-1199,2377,261
1057,1Ãþ,Dºí·Ï,19,14,1Ãþ Dºí·Ï19¿­ 14,-1250,2369,261
1058,1Ãþ,Eºí·Ï,19,1,1Ãþ Eºí·Ï19¿­ 1,-1409,2338,261
1059,1Ãþ,Eºí·Ï,19,2,1Ãþ Eºí·Ï19¿­ 2,-1456,2328,261
1060,1Ãþ,Eºí·Ï,19,3,1Ãþ Eºí·Ï19¿­ 3,-1502,2319,261
1061,1Ãþ,Eºí·Ï,19,4,1Ãþ Eºí·Ï19¿­ 4,-1549,2309,261
1062,1Ãþ,Eºí·Ï,19,5,1Ãþ Eºí·Ï19¿­ 5,-1595,2297,261
1063,1Ãþ,Eºí·Ï,19,6,1Ãþ Eºí·Ï19¿­ 6,-1641,2286,261
1064,1Ãþ,Eºí·Ï,19,7,1Ãþ Eºí·Ï19¿­ 7,-1687,2275,261
1065,1Ãþ,Eºí·Ï,19,8,1Ãþ Eºí·Ï19¿­ 8,-1733,2263,261
1066,1Ãþ,Eºí·Ï,19,9,1Ãþ Eºí·Ï19¿­ 9,-1779,2252,261
