Ãþ,ºí·Ï,¿­,³Ñ¹ö,ÀüÃ¼_ÁÂ¼®
2Ãþ,Aºí·Ï,4,6,2Ãþ Aºí·Ï4¿­ 6
2Ãþ,Aºí·Ï,4,7,2Ãþ Aºí·Ï4¿­ 7
2Ãþ,Aºí·Ï,4,8,2Ãþ Aºí·Ï4¿­ 8
2Ãþ,Aºí·Ï,4,9,2Ãþ Aºí·Ï4¿­ 9
2Ãþ,Aºí·Ï,4,10,2Ãþ Aºí·Ï4¿­ 10
2Ãþ,Aºí·Ï,4,11,2Ãþ Aºí·Ï4¿­ 11
2Ãþ,Aºí·Ï,4,12,2Ãþ Aºí·Ï4¿­ 12
2Ãþ,Aºí·Ï,4,13,2Ãþ Aºí·Ï4¿­ 13
2Ãþ,Aºí·Ï,4,14,2Ãþ Aºí·Ï4¿­ 14
2Ãþ,Aºí·Ï,4,15,2Ãþ Aºí·Ï4¿­ 15
2Ãþ,Aºí·Ï,4,16,2Ãþ Aºí·Ï4¿­ 16
2Ãþ,Aºí·Ï,4,17,2Ãþ Aºí·Ï4¿­ 17
2Ãþ,Aºí·Ï,4,18,2Ãþ Aºí·Ï4¿­ 18
2Ãþ,Aºí·Ï,4,19,2Ãþ Aºí·Ï4¿­ 19
2Ãþ,Aºí·Ï,5,1,2Ãþ Aºí·Ï5¿­ 1
2Ãþ,Aºí·Ï,5,2,2Ãþ Aºí·Ï5¿­ 2
2Ãþ,Aºí·Ï,5,3,2Ãþ Aºí·Ï5¿­ 3
2Ãþ,Aºí·Ï,5,4,2Ãþ Aºí·Ï5¿­ 4
2Ãþ,Aºí·Ï,5,5,2Ãþ Aºí·Ï5¿­ 5
2Ãþ,Aºí·Ï,5,6,2Ãþ Aºí·Ï5¿­ 6
2Ãþ,Aºí·Ï,5,7,2Ãþ Aºí·Ï5¿­ 7
2Ãþ,Aºí·Ï,5,8,2Ãþ Aºí·Ï5¿­ 8
2Ãþ,Aºí·Ï,5,9,2Ãþ Aºí·Ï5¿­ 9
2Ãþ,Aºí·Ï,5,10,2Ãþ Aºí·Ï5¿­ 10
2Ãþ,Aºí·Ï,5,11,2Ãþ Aºí·Ï5¿­ 11
2Ãþ,Aºí·Ï,5,12,2Ãþ Aºí·Ï5¿­ 12
2Ãþ,Aºí·Ï,5,13,2Ãþ Aºí·Ï5¿­ 13
2Ãþ,Aºí·Ï,5,14,2Ãþ Aºí·Ï5¿­ 14
2Ãþ,Aºí·Ï,5,15,2Ãþ Aºí·Ï5¿­ 15
2Ãþ,Aºí·Ï,5,16,2Ãþ Aºí·Ï5¿­ 16
2Ãþ,Aºí·Ï,5,17,2Ãþ Aºí·Ï5¿­ 17
2Ãþ,Aºí·Ï,5,18,2Ãþ Aºí·Ï5¿­ 18
2Ãþ,Aºí·Ï,5,19,2Ãþ Aºí·Ï5¿­ 19
2Ãþ,Aºí·Ï,5,20,2Ãþ Aºí·Ï5¿­ 20
2Ãþ,Aºí·Ï,6,1,2Ãþ Aºí·Ï6¿­ 1
2Ãþ,Aºí·Ï,6,2,2Ãþ Aºí·Ï6¿­ 2
2Ãþ,Aºí·Ï,6,3,2Ãþ Aºí·Ï6¿­ 3
2Ãþ,Aºí·Ï,6,4,2Ãþ Aºí·Ï6¿­ 4
2Ãþ,Aºí·Ï,6,5,2Ãþ Aºí·Ï6¿­ 5
2Ãþ,Aºí·Ï,6,6,2Ãþ Aºí·Ï6¿­ 6
2Ãþ,Aºí·Ï,6,7,2Ãþ Aºí·Ï6¿­ 7
2Ãþ,Aºí·Ï,6,8,2Ãþ Aºí·Ï6¿­ 8
2Ãþ,Aºí·Ï,6,9,2Ãþ Aºí·Ï6¿­ 9
2Ãþ,Aºí·Ï,6,10,2Ãþ Aºí·Ï6¿­ 10
2Ãþ,Aºí·Ï,6,11,2Ãþ Aºí·Ï6¿­ 11
2Ãþ,Aºí·Ï,6,12,2Ãþ Aºí·Ï6¿­ 12
2Ãþ,Aºí·Ï,6,13,2Ãþ Aºí·Ï6¿­ 13
2Ãþ,Aºí·Ï,6,14,2Ãþ Aºí·Ï6¿­ 14
2Ãþ,Aºí·Ï,6,15,2Ãþ Aºí·Ï6¿­ 15
2Ãþ,Aºí·Ï,6,16,2Ãþ Aºí·Ï6¿­ 16
2Ãþ,Aºí·Ï,6,17,2Ãþ Aºí·Ï6¿­ 17
2Ãþ,Aºí·Ï,6,18,2Ãþ Aºí·Ï6¿­ 18
2Ãþ,Aºí·Ï,6,19,2Ãþ Aºí·Ï6¿­ 19
2Ãþ,Aºí·Ï,7,1,2Ãþ Aºí·Ï7¿­ 1
2Ãþ,Aºí·Ï,7,2,2Ãþ Aºí·Ï7¿­ 2
2Ãþ,Aºí·Ï,7,3,2Ãþ Aºí·Ï7¿­ 3
2Ãþ,Aºí·Ï,7,4,2Ãþ Aºí·Ï7¿­ 4
2Ãþ,Aºí·Ï,7,5,2Ãþ Aºí·Ï7¿­ 5
2Ãþ,Aºí·Ï,7,6,2Ãþ Aºí·Ï7¿­ 6
2Ãþ,Aºí·Ï,7,7,2Ãþ Aºí·Ï7¿­ 7
2Ãþ,Aºí·Ï,7,8,2Ãþ Aºí·Ï7¿­ 8
2Ãþ,Aºí·Ï,7,9,2Ãþ Aºí·Ï7¿­ 9
2Ãþ,Aºí·Ï,7,10,2Ãþ Aºí·Ï7¿­ 10
2Ãþ,Aºí·Ï,7,11,2Ãþ Aºí·Ï7¿­ 11
2Ãþ,Aºí·Ï,7,12,2Ãþ Aºí·Ï7¿­ 12
2Ãþ,Aºí·Ï,7,13,2Ãþ Aºí·Ï7¿­ 13
2Ãþ,Aºí·Ï,7,14,2Ãþ Aºí·Ï7¿­ 14
2Ãþ,Aºí·Ï,7,15,2Ãþ Aºí·Ï7¿­ 15
2Ãþ,Aºí·Ï,7,16,2Ãþ Aºí·Ï7¿­ 16
2Ãþ,Aºí·Ï,8,1,2Ãþ Aºí·Ï8¿­ 1
2Ãþ,Aºí·Ï,8,2,2Ãþ Aºí·Ï8¿­ 2
2Ãþ,Aºí·Ï,8,3,2Ãþ Aºí·Ï8¿­ 3
2Ãþ,Aºí·Ï,8,4,2Ãþ Aºí·Ï8¿­ 4
2Ãþ,Aºí·Ï,8,5,2Ãþ Aºí·Ï8¿­ 5
2Ãþ,Aºí·Ï,8,6,2Ãþ Aºí·Ï8¿­ 6
2Ãþ,Aºí·Ï,8,7,2Ãþ Aºí·Ï8¿­ 7
2Ãþ,Aºí·Ï,8,8,2Ãþ Aºí·Ï8¿­ 8
2Ãþ,Bºí·Ï,1,1,2Ãþ Bºí·Ï1¿­ 1
2Ãþ,Bºí·Ï,1,2,2Ãþ Bºí·Ï1¿­ 2
2Ãþ,Bºí·Ï,1,3,2Ãþ Bºí·Ï1¿­ 3
2Ãþ,Bºí·Ï,1,4,2Ãþ Bºí·Ï1¿­ 4
2Ãþ,Bºí·Ï,1,5,2Ãþ Bºí·Ï1¿­ 5
2Ãþ,Bºí·Ï,1,6,2Ãþ Bºí·Ï1¿­ 6
2Ãþ,Bºí·Ï,1,7,2Ãþ Bºí·Ï1¿­ 7
2Ãþ,Bºí·Ï,1,8,2Ãþ Bºí·Ï1¿­ 8
2Ãþ,Bºí·Ï,1,9,2Ãþ Bºí·Ï1¿­ 9
2Ãþ,Bºí·Ï,2,1,2Ãþ Bºí·Ï2¿­ 1
2Ãþ,Bºí·Ï,2,2,2Ãþ Bºí·Ï2¿­ 2
2Ãþ,Bºí·Ï,2,3,2Ãþ Bºí·Ï2¿­ 3
2Ãþ,Bºí·Ï,2,4,2Ãþ Bºí·Ï2¿­ 4
2Ãþ,Bºí·Ï,2,5,2Ãþ Bºí·Ï2¿­ 5
2Ãþ,Bºí·Ï,2,6,2Ãþ Bºí·Ï2¿­ 6
2Ãþ,Bºí·Ï,2,7,2Ãþ Bºí·Ï2¿­ 7
2Ãþ,Bºí·Ï,2,8,2Ãþ Bºí·Ï2¿­ 8
2Ãþ,Bºí·Ï,2,9,2Ãþ Bºí·Ï2¿­ 9
2Ãþ,Bºí·Ï,2,10,2Ãþ Bºí·Ï2¿­ 10
2Ãþ,Bºí·Ï,3,1,2Ãþ Bºí·Ï3¿­ 1
2Ãþ,Bºí·Ï,3,2,2Ãþ Bºí·Ï3¿­ 2
2Ãþ,Bºí·Ï,3,3,2Ãþ Bºí·Ï3¿­ 3
2Ãþ,Bºí·Ï,3,4,2Ãþ Bºí·Ï3¿­ 4
2Ãþ,Bºí·Ï,3,5,2Ãþ Bºí·Ï3¿­ 5
2Ãþ,Bºí·Ï,3,6,2Ãþ Bºí·Ï3¿­ 6
2Ãþ,Bºí·Ï,3,7,2Ãþ Bºí·Ï3¿­ 7
2Ãþ,Bºí·Ï,3,8,2Ãþ Bºí·Ï3¿­ 8
2Ãþ,Bºí·Ï,3,9,2Ãþ Bºí·Ï3¿­ 9
2Ãþ,Bºí·Ï,3,10,2Ãþ Bºí·Ï3¿­ 10
2Ãþ,Bºí·Ï,3,11,2Ãþ Bºí·Ï3¿­ 11
2Ãþ,Bºí·Ï,4,1,2Ãþ Bºí·Ï4¿­ 1
2Ãþ,Bºí·Ï,4,2,2Ãþ Bºí·Ï4¿­ 2
2Ãþ,Bºí·Ï,4,3,2Ãþ Bºí·Ï4¿­ 3
2Ãþ,Bºí·Ï,4,4,2Ãþ Bºí·Ï4¿­ 4
2Ãþ,Bºí·Ï,4,5,2Ãþ Bºí·Ï4¿­ 5
2Ãþ,Bºí·Ï,4,6,2Ãþ Bºí·Ï4¿­ 6
2Ãþ,Bºí·Ï,4,7,2Ãþ Bºí·Ï4¿­ 7
2Ãþ,Bºí·Ï,4,8,2Ãþ Bºí·Ï4¿­ 8
2Ãþ,Bºí·Ï,4,9,2Ãþ Bºí·Ï4¿­ 9
2Ãþ,Bºí·Ï,4,10,2Ãþ Bºí·Ï4¿­ 10
2Ãþ,Bºí·Ï,4,11,2Ãþ Bºí·Ï4¿­ 11
2Ãþ,Bºí·Ï,5,1,2Ãþ Bºí·Ï5¿­ 1
2Ãþ,Bºí·Ï,5,2,2Ãþ Bºí·Ï5¿­ 2
2Ãþ,Bºí·Ï,5,3,2Ãþ Bºí·Ï5¿­ 3
2Ãþ,Bºí·Ï,5,4,2Ãþ Bºí·Ï5¿­ 4
2Ãþ,Bºí·Ï,5,5,2Ãþ Bºí·Ï5¿­ 5
2Ãþ,Bºí·Ï,5,6,2Ãþ Bºí·Ï5¿­ 6
2Ãþ,Bºí·Ï,5,7,2Ãþ Bºí·Ï5¿­ 7
2Ãþ,Bºí·Ï,5,8,2Ãþ Bºí·Ï5¿­ 8
2Ãþ,Bºí·Ï,5,9,2Ãþ Bºí·Ï5¿­ 9
2Ãþ,Bºí·Ï,5,10,2Ãþ Bºí·Ï5¿­ 10
2Ãþ,Bºí·Ï,5,11,2Ãþ Bºí·Ï5¿­ 11
2Ãþ,Bºí·Ï,5,12,2Ãþ Bºí·Ï5¿­ 12
2Ãþ,Bºí·Ï,6,1,2Ãþ Bºí·Ï6¿­ 1
2Ãþ,Bºí·Ï,6,2,2Ãþ Bºí·Ï6¿­ 2
2Ãþ,Bºí·Ï,6,3,2Ãþ Bºí·Ï6¿­ 3
2Ãþ,Bºí·Ï,6,4,2Ãþ Bºí·Ï6¿­ 4
2Ãþ,Bºí·Ï,6,5,2Ãþ Bºí·Ï6¿­ 5
2Ãþ,Bºí·Ï,6,6,2Ãþ Bºí·Ï6¿­ 6
2Ãþ,Bºí·Ï,6,7,2Ãþ Bºí·Ï6¿­ 7
2Ãþ,Bºí·Ï,6,8,2Ãþ Bºí·Ï6¿­ 8
2Ãþ,Bºí·Ï,6,9,2Ãþ Bºí·Ï6¿­ 9
2Ãþ,Bºí·Ï,6,10,2Ãþ Bºí·Ï6¿­ 10
2Ãþ,Bºí·Ï,6,11,2Ãþ Bºí·Ï6¿­ 11
2Ãþ,Bºí·Ï,6,12,2Ãþ Bºí·Ï6¿­ 12
2Ãþ,Bºí·Ï,6,13,2Ãþ Bºí·Ï6¿­ 13
2Ãþ,Bºí·Ï,7,1,2Ãþ Bºí·Ï7¿­ 1
2Ãþ,Bºí·Ï,7,2,2Ãþ Bºí·Ï7¿­ 2
2Ãþ,Bºí·Ï,7,3,2Ãþ Bºí·Ï7¿­ 3
2Ãþ,Bºí·Ï,7,4,2Ãþ Bºí·Ï7¿­ 4
2Ãþ,Bºí·Ï,7,5,2Ãþ Bºí·Ï7¿­ 5
2Ãþ,Bºí·Ï,7,6,2Ãþ Bºí·Ï7¿­ 6
2Ãþ,Bºí·Ï,7,7,2Ãþ Bºí·Ï7¿­ 7
2Ãþ,Bºí·Ï,7,8,2Ãþ Bºí·Ï7¿­ 8
2Ãþ,Bºí·Ï,7,9,2Ãþ Bºí·Ï7¿­ 9
2Ãþ,Bºí·Ï,7,10,2Ãþ Bºí·Ï7¿­ 10
2Ãþ,Bºí·Ï,7,11,2Ãþ Bºí·Ï7¿­ 11
2Ãþ,Bºí·Ï,7,12,2Ãþ Bºí·Ï7¿­ 12
2Ãþ,Bºí·Ï,7,13,2Ãþ Bºí·Ï7¿­ 13
2Ãþ,Bºí·Ï,7,14,2Ãþ Bºí·Ï7¿­ 14
2Ãþ,Bºí·Ï,8,1,2Ãþ Bºí·Ï8¿­ 1
2Ãþ,Bºí·Ï,8,2,2Ãþ Bºí·Ï8¿­ 2
2Ãþ,Bºí·Ï,8,3,2Ãþ Bºí·Ï8¿­ 3
2Ãþ,Bºí·Ï,8,4,2Ãþ Bºí·Ï8¿­ 4
2Ãþ,Cºí·Ï,1,1,2Ãþ Cºí·Ï1¿­ 1
2Ãþ,Cºí·Ï,1,2,2Ãþ Cºí·Ï1¿­ 2
2Ãþ,Cºí·Ï,1,3,2Ãþ Cºí·Ï1¿­ 3
2Ãþ,Cºí·Ï,1,4,2Ãþ Cºí·Ï1¿­ 4
2Ãþ,Cºí·Ï,1,5,2Ãþ Cºí·Ï1¿­ 5
2Ãþ,Cºí·Ï,1,6,2Ãþ Cºí·Ï1¿­ 6
2Ãþ,Cºí·Ï,1,7,2Ãþ Cºí·Ï1¿­ 7
2Ãþ,Cºí·Ï,1,8,2Ãþ Cºí·Ï1¿­ 8
2Ãþ,Cºí·Ï,1,9,2Ãþ Cºí·Ï1¿­ 9
2Ãþ,Cºí·Ï,1,10,2Ãþ Cºí·Ï1¿­ 10
2Ãþ,Cºí·Ï,1,11,2Ãþ Cºí·Ï1¿­ 11
2Ãþ,Cºí·Ï,2,1,2Ãþ Cºí·Ï2¿­ 1
2Ãþ,Cºí·Ï,2,2,2Ãþ Cºí·Ï2¿­ 2
2Ãþ,Cºí·Ï,2,3,2Ãþ Cºí·Ï2¿­ 3
2Ãþ,Cºí·Ï,2,4,2Ãþ Cºí·Ï2¿­ 4
2Ãþ,Cºí·Ï,2,5,2Ãþ Cºí·Ï2¿­ 5
2Ãþ,Cºí·Ï,2,6,2Ãþ Cºí·Ï2¿­ 6
2Ãþ,Cºí·Ï,2,7,2Ãþ Cºí·Ï2¿­ 7
2Ãþ,Cºí·Ï,2,8,2Ãþ Cºí·Ï2¿­ 8
2Ãþ,Cºí·Ï,2,9,2Ãþ Cºí·Ï2¿­ 9
2Ãþ,Cºí·Ï,2,10,2Ãþ Cºí·Ï2¿­ 10
2Ãþ,Cºí·Ï,2,11,2Ãþ Cºí·Ï2¿­ 11
2Ãþ,Cºí·Ï,3,1,2Ãþ Cºí·Ï3¿­ 1
2Ãþ,Cºí·Ï,3,2,2Ãþ Cºí·Ï3¿­ 2
2Ãþ,Cºí·Ï,3,3,2Ãþ Cºí·Ï3¿­ 3
2Ãþ,Cºí·Ï,3,4,2Ãþ Cºí·Ï3¿­ 4
2Ãþ,Cºí·Ï,3,5,2Ãþ Cºí·Ï3¿­ 5
2Ãþ,Cºí·Ï,3,6,2Ãþ Cºí·Ï3¿­ 6
2Ãþ,Cºí·Ï,3,7,2Ãþ Cºí·Ï3¿­ 7
2Ãþ,Cºí·Ï,3,8,2Ãþ Cºí·Ï3¿­ 8
2Ãþ,Cºí·Ï,3,9,2Ãþ Cºí·Ï3¿­ 9
2Ãþ,Cºí·Ï,3,10,2Ãþ Cºí·Ï3¿­ 10
2Ãþ,Cºí·Ï,3,11,2Ãþ Cºí·Ï3¿­ 11
2Ãþ,Cºí·Ï,4,1,2Ãþ Cºí·Ï4¿­ 1
2Ãþ,Cºí·Ï,4,2,2Ãþ Cºí·Ï4¿­ 2
2Ãþ,Cºí·Ï,4,3,2Ãþ Cºí·Ï4¿­ 3
2Ãþ,Cºí·Ï,4,4,2Ãþ Cºí·Ï4¿­ 4
2Ãþ,Cºí·Ï,4,5,2Ãþ Cºí·Ï4¿­ 5
2Ãþ,Cºí·Ï,4,6,2Ãþ Cºí·Ï4¿­ 6
2Ãþ,Cºí·Ï,4,7,2Ãþ Cºí·Ï4¿­ 7
2Ãþ,Cºí·Ï,4,8,2Ãþ Cºí·Ï4¿­ 8
2Ãþ,Cºí·Ï,4,9,2Ãþ Cºí·Ï4¿­ 9
2Ãþ,Cºí·Ï,4,10,2Ãþ Cºí·Ï4¿­ 10
2Ãþ,Cºí·Ï,4,11,2Ãþ Cºí·Ï4¿­ 11
2Ãþ,Cºí·Ï,4,12,2Ãþ Cºí·Ï4¿­ 12
2Ãþ,Cºí·Ï,5,1,2Ãþ Cºí·Ï5¿­ 1
2Ãþ,Cºí·Ï,5,2,2Ãþ Cºí·Ï5¿­ 2
2Ãþ,Cºí·Ï,5,3,2Ãþ Cºí·Ï5¿­ 3
2Ãþ,Cºí·Ï,5,4,2Ãþ Cºí·Ï5¿­ 4
2Ãþ,Cºí·Ï,5,5,2Ãþ Cºí·Ï5¿­ 5
2Ãþ,Cºí·Ï,5,6,2Ãþ Cºí·Ï5¿­ 6
2Ãþ,Cºí·Ï,5,7,2Ãþ Cºí·Ï5¿­ 7
2Ãþ,Cºí·Ï,5,8,2Ãþ Cºí·Ï5¿­ 8
2Ãþ,Cºí·Ï,5,9,2Ãþ Cºí·Ï5¿­ 9
2Ãþ,Cºí·Ï,5,10,2Ãþ Cºí·Ï5¿­ 10
2Ãþ,Cºí·Ï,5,11,2Ãþ Cºí·Ï5¿­ 11
2Ãþ,Cºí·Ï,5,12,2Ãþ Cºí·Ï5¿­ 12
2Ãþ,Cºí·Ï,6,1,2Ãþ Cºí·Ï6¿­ 1
2Ãþ,Cºí·Ï,6,2,2Ãþ Cºí·Ï6¿­ 2
2Ãþ,Cºí·Ï,6,3,2Ãþ Cºí·Ï6¿­ 3
2Ãþ,Cºí·Ï,6,4,2Ãþ Cºí·Ï6¿­ 4
2Ãþ,Cºí·Ï,6,5,2Ãþ Cºí·Ï6¿­ 5
2Ãþ,Cºí·Ï,6,6,2Ãþ Cºí·Ï6¿­ 6
2Ãþ,Cºí·Ï,6,7,2Ãþ Cºí·Ï6¿­ 7
2Ãþ,Cºí·Ï,6,8,2Ãþ Cºí·Ï6¿­ 8
2Ãþ,Cºí·Ï,6,9,2Ãþ Cºí·Ï6¿­ 9
2Ãþ,Cºí·Ï,6,10,2Ãþ Cºí·Ï6¿­ 10
2Ãþ,Cºí·Ï,6,11,2Ãþ Cºí·Ï6¿­ 11
2Ãþ,Cºí·Ï,6,12,2Ãþ Cºí·Ï6¿­ 12
2Ãþ,Cºí·Ï,7,1,2Ãþ Cºí·Ï7¿­ 1
2Ãþ,Cºí·Ï,7,2,2Ãþ Cºí·Ï7¿­ 2
2Ãþ,Cºí·Ï,7,3,2Ãþ Cºí·Ï7¿­ 3
2Ãþ,Cºí·Ï,7,4,2Ãþ Cºí·Ï7¿­ 4
2Ãþ,Cºí·Ï,7,5,2Ãþ Cºí·Ï7¿­ 5
2Ãþ,Cºí·Ï,7,6,2Ãþ Cºí·Ï7¿­ 6
2Ãþ,Cºí·Ï,7,7,2Ãþ Cºí·Ï7¿­ 7
2Ãþ,Cºí·Ï,7,8,2Ãþ Cºí·Ï7¿­ 8
2Ãþ,Cºí·Ï,7,9,2Ãþ Cºí·Ï7¿­ 9
2Ãþ,Cºí·Ï,7,10,2Ãþ Cºí·Ï7¿­ 10
2Ãþ,Cºí·Ï,7,11,2Ãþ Cºí·Ï7¿­ 11
2Ãþ,Cºí·Ï,7,12,2Ãþ Cºí·Ï7¿­ 12
2Ãþ,Cºí·Ï,7,13,2Ãþ Cºí·Ï7¿­ 13
2Ãþ,Dºí·Ï,1,1,2Ãþ Dºí·Ï1¿­ 1
2Ãþ,Dºí·Ï,1,2,2Ãþ Dºí·Ï1¿­ 2
2Ãþ,Dºí·Ï,1,3,2Ãþ Dºí·Ï1¿­ 3
2Ãþ,Dºí·Ï,1,4,2Ãþ Dºí·Ï1¿­ 4
2Ãþ,Dºí·Ï,1,5,2Ãþ Dºí·Ï1¿­ 5
2Ãþ,Dºí·Ï,1,6,2Ãþ Dºí·Ï1¿­ 6
2Ãþ,Dºí·Ï,1,7,2Ãþ Dºí·Ï1¿­ 7
2Ãþ,Dºí·Ï,1,8,2Ãþ Dºí·Ï1¿­ 8
2Ãþ,Dºí·Ï,1,9,2Ãþ Dºí·Ï1¿­ 9
2Ãþ,Dºí·Ï,2,1,2Ãþ Dºí·Ï2¿­ 1
2Ãþ,Dºí·Ï,2,2,2Ãþ Dºí·Ï2¿­ 2
2Ãþ,Dºí·Ï,2,3,2Ãþ Dºí·Ï2¿­ 3
2Ãþ,Dºí·Ï,2,4,2Ãþ Dºí·Ï2¿­ 4
2Ãþ,Dºí·Ï,2,5,2Ãþ Dºí·Ï2¿­ 5
2Ãþ,Dºí·Ï,2,6,2Ãþ Dºí·Ï2¿­ 6
2Ãþ,Dºí·Ï,2,7,2Ãþ Dºí·Ï2¿­ 7
2Ãþ,Dºí·Ï,2,8,2Ãþ Dºí·Ï2¿­ 8
2Ãþ,Dºí·Ï,2,9,2Ãþ Dºí·Ï2¿­ 9
2Ãþ,Dºí·Ï,2,10,2Ãþ Dºí·Ï2¿­ 10
2Ãþ,Dºí·Ï,3,1,2Ãþ Dºí·Ï3¿­ 1
2Ãþ,Dºí·Ï,3,2,2Ãþ Dºí·Ï3¿­ 2
2Ãþ,Dºí·Ï,3,3,2Ãþ Dºí·Ï3¿­ 3
2Ãþ,Dºí·Ï,3,4,2Ãþ Dºí·Ï3¿­ 4
2Ãþ,Dºí·Ï,3,5,2Ãþ Dºí·Ï3¿­ 5
2Ãþ,Dºí·Ï,3,6,2Ãþ Dºí·Ï3¿­ 6
2Ãþ,Dºí·Ï,3,7,2Ãþ Dºí·Ï3¿­ 7
2Ãþ,Dºí·Ï,3,8,2Ãþ Dºí·Ï3¿­ 8
2Ãþ,Dºí·Ï,3,9,2Ãþ Dºí·Ï3¿­ 9
2Ãþ,Dºí·Ï,3,10,2Ãþ Dºí·Ï3¿­ 10
2Ãþ,Dºí·Ï,3,11,2Ãþ Dºí·Ï3¿­ 11
2Ãþ,Dºí·Ï,4,1,2Ãþ Dºí·Ï4¿­ 1
2Ãþ,Dºí·Ï,4,2,2Ãþ Dºí·Ï4¿­ 2
2Ãþ,Dºí·Ï,4,3,2Ãþ Dºí·Ï4¿­ 3
2Ãþ,Dºí·Ï,4,4,2Ãþ Dºí·Ï4¿­ 4
2Ãþ,Dºí·Ï,4,5,2Ãþ Dºí·Ï4¿­ 5
2Ãþ,Dºí·Ï,4,6,2Ãþ Dºí·Ï4¿­ 6
2Ãþ,Dºí·Ï,4,7,2Ãþ Dºí·Ï4¿­ 7
2Ãþ,Dºí·Ï,4,8,2Ãþ Dºí·Ï4¿­ 8
2Ãþ,Dºí·Ï,4,9,2Ãþ Dºí·Ï4¿­ 9
2Ãþ,Dºí·Ï,4,10,2Ãþ Dºí·Ï4¿­ 10
2Ãþ,Dºí·Ï,4,11,2Ãþ Dºí·Ï4¿­ 11
2Ãþ,Dºí·Ï,5,1,2Ãþ Dºí·Ï5¿­ 1
2Ãþ,Dºí·Ï,5,2,2Ãþ Dºí·Ï5¿­ 2
2Ãþ,Dºí·Ï,5,3,2Ãþ Dºí·Ï5¿­ 3
2Ãþ,Dºí·Ï,5,4,2Ãþ Dºí·Ï5¿­ 4
2Ãþ,Dºí·Ï,5,5,2Ãþ Dºí·Ï5¿­ 5
2Ãþ,Dºí·Ï,5,6,2Ãþ Dºí·Ï5¿­ 6
2Ãþ,Dºí·Ï,5,7,2Ãþ Dºí·Ï5¿­ 7
2Ãþ,Dºí·Ï,5,8,2Ãþ Dºí·Ï5¿­ 8
2Ãþ,Dºí·Ï,5,9,2Ãþ Dºí·Ï5¿­ 9
2Ãþ,Dºí·Ï,5,10,2Ãþ Dºí·Ï5¿­ 10
2Ãþ,Dºí·Ï,5,11,2Ãþ Dºí·Ï5¿­ 11
2Ãþ,Dºí·Ï,5,12,2Ãþ Dºí·Ï5¿­ 12
2Ãþ,Dºí·Ï,6,1,2Ãþ Dºí·Ï6¿­ 1
2Ãþ,Dºí·Ï,6,2,2Ãþ Dºí·Ï6¿­ 2
2Ãþ,Dºí·Ï,6,3,2Ãþ Dºí·Ï6¿­ 3
2Ãþ,Dºí·Ï,6,4,2Ãþ Dºí·Ï6¿­ 4
2Ãþ,Dºí·Ï,6,5,2Ãþ Dºí·Ï6¿­ 5
2Ãþ,Dºí·Ï,6,6,2Ãþ Dºí·Ï6¿­ 6
2Ãþ,Dºí·Ï,6,7,2Ãþ Dºí·Ï6¿­ 7
2Ãþ,Dºí·Ï,6,8,2Ãþ Dºí·Ï6¿­ 8
2Ãþ,Dºí·Ï,6,9,2Ãþ Dºí·Ï6¿­ 9
2Ãþ,Dºí·Ï,6,10,2Ãþ Dºí·Ï6¿­ 10
2Ãþ,Dºí·Ï,6,11,2Ãþ Dºí·Ï6¿­ 11
2Ãþ,Dºí·Ï,6,12,2Ãþ Dºí·Ï6¿­ 12
2Ãþ,Dºí·Ï,6,13,2Ãþ Dºí·Ï6¿­ 13
2Ãþ,Dºí·Ï,7,1,2Ãþ Dºí·Ï7¿­ 1
2Ãþ,Dºí·Ï,7,2,2Ãþ Dºí·Ï7¿­ 2
2Ãþ,Dºí·Ï,7,3,2Ãþ Dºí·Ï7¿­ 3
2Ãþ,Dºí·Ï,7,4,2Ãþ Dºí·Ï7¿­ 4
2Ãþ,Dºí·Ï,7,5,2Ãþ Dºí·Ï7¿­ 5
2Ãþ,Dºí·Ï,7,6,2Ãþ Dºí·Ï7¿­ 6
2Ãþ,Dºí·Ï,7,7,2Ãþ Dºí·Ï7¿­ 7
2Ãþ,Dºí·Ï,7,8,2Ãþ Dºí·Ï7¿­ 8
2Ãþ,Dºí·Ï,7,9,2Ãþ Dºí·Ï7¿­ 9
2Ãþ,Dºí·Ï,7,10,2Ãþ Dºí·Ï7¿­ 10
2Ãþ,Dºí·Ï,7,11,2Ãþ Dºí·Ï7¿­ 11
2Ãþ,Dºí·Ï,7,12,2Ãþ Dºí·Ï7¿­ 12
2Ãþ,Dºí·Ï,7,13,2Ãþ Dºí·Ï7¿­ 13
2Ãþ,Dºí·Ï,7,14,2Ãþ Dºí·Ï7¿­ 14
2Ãþ,Dºí·Ï,8,1,2Ãþ Dºí·Ï8¿­ 1
2Ãþ,Dºí·Ï,8,2,2Ãþ Dºí·Ï8¿­ 2
2Ãþ,Dºí·Ï,8,3,2Ãþ Dºí·Ï8¿­ 3
2Ãþ,Dºí·Ï,8,4,2Ãþ Dºí·Ï8¿­ 4
2Ãþ,Eºí·Ï,1,1,2Ãþ Eºí·Ï1¿­ 1
2Ãþ,Eºí·Ï,1,2,2Ãþ Eºí·Ï1¿­ 2
2Ãþ,Eºí·Ï,1,3,2Ãþ Eºí·Ï1¿­ 3
2Ãþ,Eºí·Ï,1,4,2Ãþ Eºí·Ï1¿­ 4
2Ãþ,Eºí·Ï,1,5,2Ãþ Eºí·Ï1¿­ 5
